,,,sysbench,,,y-cruncher,,,pgbench,,,iperf,,,,,,
instanceID,setId,tenants,sysbench_wall_time,sysbench_std,sysbench_cv,ycruncher_wall_time,ycruncher_std,ycruncher_cv,pgbench_transactions,pgbench_std,pgbench_cv,bandwidthUpload,bandwitdhDownload,iperf_total,stdUp,stdDown,stdTotal,iperf_cv
i-02ca0e36a4acaf9fc,5,43,8.77514773,0.004953768426,0.0005645225104,6.349457608,0.07090072579,0.01116642242,125592,445.5928635,0.003547939865,931.3,714.7,1646,993.7479057,441.4891593,1418.894875,0.8620260481
i-048c3c6548c1a414a,5,43,8.780023707,0.005270744902,0.0006003110102,6.364957756,0.009922882027,0.001558986313,126491.3333,129.5157648,0.001023910187,553.4,590.5,1143.9,409.7926847,223.2319422,541.2706142,0.4731800107
i-0507566c757134fb6,5,43,9.040886879,0.004103233196,0.0004538529517,6.362718052,0.03684273687,0.005790408527,130125.3333,299.5351955,0.002301897623,562.7,592.5,1155.2,208.7678402,102.5098911,240.9060674,0.2085405709
i-05e473f8ff82c1527,5,43,9.04155914,0.005400464391,0.0005972934874,6.312860091,0.04733221267,0.007497744602,127176,190.5492062,0.001498311051,636.8,591.4,1228.2,255.6633203,163.9926828,338.9319171,0.2759582455
i-067b2519b614c8f9d,5,43,9.040899329,0.005104251788,0.0005645734569,6.334451543,0.03957401294,0.006247425318,128229.3333,719.8932791,0.005614107634,683.9,636.6,1320.5,296.9726699,179.5124261,426.1854708,0.3227455288
i-06b96f53253b4cc2e,5,43,9.043007374,0.00531183219,0.0005873966447,6.33924275,0.05468860436,0.008626993241,130081,128.9922478,0.0009916301983,554.6,585,1139.6,205.7993629,162.7533922,335.1162982,0.2940648458
i-071a48cf857bce94f,5,43,9.040531105,0.005373386674,0.0005943662614,6.339228922,0.02595090624,0.004093700757,128925.6667,536.9770324,0.004165012649,686.2,586.7,1272.9,286.4638042,87.95080696,278.0101717,0.2184069225
i-07379900fe80899d6,5,43,8.776452753,0.005072022297,0.0005779125621,6.454822302,0.1731700596,0.02682801346,125893,263.171047,0.002090434314,706.3,827.1,1533.4,437.9736293,691.5286529,1107.178516,0.7220415522
i-0763ab86e85627573,5,43,9.043711954,0.008538390942,0.0009441246013,6.381986433,0.01978952067,0.003100840291,118510.6667,238.4980783,0.002012460861,537.6,555.3,1092.9,259.8213916,196.9309242,345.8462889,0.3164482468
i-07998976f194caa97,5,43,9.043977208,0.006552623079,0.0007245289244,6.368271695,0.09921808213,0.01558006424,129365.6667,380.1267333,0.002938389629,856.4,660.7,1517.1,275.3172715,118.498992,305.9257172,0.2016516493
i-07be1c77f6fdf8eda,5,43,9.041631248,0.006542311098,0.0007235764121,6.319278187,0.0240192825,0.003800953493,129976,27.22131518,0.0002094333968,462,592.9,1054.9,144.2043303,169.8551344,247.7702565,0.2348755868
i-07c76ac1348426483,5,43,9.042130046,0.004778035934,0.0005284192895,6.381428851,0.0946011219,0.014824442,124595.6667,181.5828553,0.001457376971,708.2,710.7,1418.9,514.7909608,451.8915922,933.8024357,0.6581171581
i-0837f0f6a7a42ac68,5,43,8.779578474,0.00715372424,0.0008148140895,6.393830776,0.05349934678,0.008367338558,126866.6667,221.2969348,0.001744326864,580.7,527.6,1108.3,241.9619116,156.9396204,361.6152191,0.3262791835
i-084caea7d9c000ba9,5,43,9.042986102,0.006187924134,0.0006842788505,6.395273553,0.02456653044,0.003841357252,127917,187.5499933,0.001466185052,615.3,564.1,1179.4,200.1838322,166.7402837,352.2061265,0.2986316148
i-08559b79281547ef2,5,43,8.776191632,0.006709874534,0.0007645542412,6.358047989,0.05574703154,0.008767947591,129626.6667,272.316605,0.002100776113,627.6,654,1281.6,223.2796951,131.9309584,319.2363109,0.2490920029
i-08e70b514c8c3cd5a,5,43,9.044475688,0.005614685082,0.0006207861324,6.294820574,0.04627832303,0.007351809712,127540.3333,378.9093999,0.002970898617,467.3,533.9,1001.2,125.8200214,185.5067833,251.6893147,0.2513876495
i-08ff78a502245298a,5,43,8.778490782,0.005826751774,0.0006637532485,6.35378827,0.04643382968,0.0073080543,127823.3333,228.3469582,0.001786426252,606.2,587.2,1193.4,328.572265,188.6553589,450.6307185,0.377602412
i-095d06d26dd29ecec,5,43,8.777153174,0.004140026525,0.0004716821551,6.368631761,0.0124536083,0.001955460572,130087.3333,395.2244088,0.003038146749,563.1,600.2,1163.3,206.0396132,171.2942887,297.5877275,0.2558133994
i-0977cb2af690d36fd,5,43,9.043725491,0.008378410056,0.0009264334775,6.297402832,0.03065701395,0.0048681996,129567,200.6713731,0.001548784591,695.1,798.7,1493.8,450.360954,678.9987809,1109.753706,0.7429064844
i-09c658651b17c197e,5,43,9.041606744,0.006954401302,0.0007691554719,6.41217645,0.03580498578,0.005583905256,125609,112.4677732,0.0008953798944,760.5,600.6,1361.1,243.952295,97.39404499,251.805679,0.1850016009
i-0b138e3642a677559,5,43,8.778777546,0.003493320098,0.0003979278526,6.297473325,0.04014191526,0.006374289051,128194.6667,276.7857174,0.002159104778,706.9,624,1330.9,1016.920455,373.8520206,1375.801782,1.033737908
i-0b3a38b18367faa71,5,43,8.772965272,0.002798159931,0.0003189525826,6.317657842,0.03346164648,0.005296527182,126588.6667,286.1508926,0.002260477973,499,630.5,1129.5,244.6353295,457.2789691,655.3701668,0.580230338
i-0ba417327f988ba2b,5,43,8.781156672,0.007485510846,0.0008524515762,6.362367233,0.01865501473,0.002932087075,129315,136.8648969,0.001058383767,800.1,678.4,1478.5,434.4392171,454.0108173,874.82992,0.5917009942
i-0bfaa8f4e041c36fa,5,43,8.775415156,0.006448658843,0.0007348551298,6.376673195,0.06312980739,0.00990011648,129343.6667,250.0726561,0.001933396992,387.7,514,901.7,73.78203636,133.5581438,170.1783705,0.1887305872
i-0c3e9f9e7b281edfe,5,43,8.77666884,0.005073236628,0.0005780366925,6.408596251,0.1454109753,0.02268998851,129678,221.6100178,0.001708925321,460.4,546.2,1006.6,92.85975088,102.5440827,122.4447268,0.1216418903
i-0cc4b604b837f69d9,5,43,8.775497649,0.006655252543,0.0007583903284,6.332429356,0.04624824046,0.007303396195,128777.3333,347.0004803,0.002694577309,694.9,621.3,1316.2,218.7969378,154.1565222,253.313508,0.1924582191
i-0d136c81f43ce8a29,5,43,9.042656316,0.004959274389,0.0005484311485,6.360250579,0.06180574503,0.009717501577,127105.6667,271.000615,0.002132089167,525,669.9,1194.9,477.5734964,436.0026631,893.023012,0.7473621324
i-0d1c421d52c368b29,5,43,9.043644084,0.008311129053,0.0009190022269,6.394049274,0.04038774886,0.006316458809,128596.3333,249.7145037,0.001941847774,321.3,543.8,865.1,93.45474246,138.8330732,124.6019886,0.1440318906
i-0d44050a4e6a71d7c,5,43,8.778564665,0.005503155196,0.0006268855338,6.334911903,0.08356594728,0.01319133534,129187,149.9633289,0.001160823681,588.3,625,1213.3,194.3273584,140.75037,260.9972541,0.2151135367
i-0d6feb91baa545931,5,43,9.043826315,0.01072957328,0.001186397538,6.344284693,0.01994844021,0.003144316684,128535.6667,323.3300687,0.002515489102,518.5,595.2,1113.7,165.6792416,151.4623532,246.083116,0.2209599677
i-0dcfa6d3bc470d28d,5,43,8.778126319,0.005996596582,0.0006831294474,6.334980355,0.0409232486,0.006459885636,131294,154.5736071,0.001177308994,501.5,510.3,1011.8,199.728844,134.6691831,299.1888293,0.2956995743
i-0e167bbfcd6a685f5,5,43,9.042508814,0.006762335063,0.0007478383712,6.386467828,0.02402339699,0.003761609334,126828,167.9196236,0.001323994888,608.8,731.3,1340.1,393.1222032,718.7094993,1102.069714,0.8223787139
i-0ede59d8254436a40,5,43,9.041634374,0.005562954756,0.0006152598662,6.340485334,0.07866641612,0.0124070023,128432.6667,450.7308879,0.003509472314,686.9,480.6,1167.5,338.3333169,97.43396624,428.0374464,0.3666273631
i-0f285214d5c41327e,5,43,9.040659136,0.005869945509,0.0006492829141,6.342424923,0.06189410956,0.009758745324,127800.3333,358.5977319,0.002805921726,517.9,576.9,1094.8,264.2248411,154.6001653,281.5582829,0.2571778251
i-0f472084ac3992ad9,5,43,9.046340995,0.009305027126,0.001028595664,6.33657474,0.02246994242,0.003546070763,131369,250.0879845,0.001903706236,614,559.9,1173.9,278.0611444,126.9299457,326.0778537,0.2777731099
i-0009b7735dea24732,6,42,9.042478773,0.005232626882,0.0005786717351,6.081109073,0.02932330147,0.004822031822,128788.3333,159.7070234,0.001240073688,731.3,538.3,1269.6,234.9383134,104.8661051,332.3934081,0.2618095527
i-002f7e27ea3e0bc1c,6,42,8.778206958,0.005727017739,0.0006524131598,6.161455075,0.04622047955,0.007501552635,128963,563.9849289,0.00437323053,758.3,617.3,1375.6,356.4756654,184.4433367,426.6320819,0.3101425428
i-007e12c9530b8cdea,6,42,9.042755392,0.00527699488,0.0005835605025,6.180308051,0.05844041663,0.009455906753,128298,148.2936276,0.001155852996,329.6,570.7,900.3,82.60373949,226.517132,248.2919652,0.275788032
i-008e6f72c7403b5d3,6,42,8.791826407,0.04690263029,0.005334799405,6.101172103,0.02836055856,0.004648378719,129392.6667,165.4700376,0.001278820831,761,694.8,1455.8,364.4828909,202.2571521,464.2060845,0.3188666606
i-00ba7a56c944e5a25,6,42,8.777174499,0.005586530826,0.0006364839649,6.396392372,0.1178063356,0.0184176218,128491,81.66394553,0.0006355615999,779.6,627.8,1407.4,390.9462026,162.2630238,498.7707556,0.3543916126
i-00d71d40b42658392,6,42,8.775434626,0.007078959604,0.0008066790883,6.15030792,0.03155437255,0.005130535407,129847.3333,131.9482222,0.001016179684,382.2,548.9,931.1,121.7536675,172.1468688,227.9090706,0.2447739991
i-01f539b055c2a5d34,6,42,9.042675283,0.006396669352,0.0007073868243,6.1519844,0.06315722008,0.01026615413,129040.6667,302.0137966,0.002340454404,409.8,547.6,957.4,169.173678,172.102166,287.4872751,0.3002791676
i-0243a74ede206f760,6,42,8.777064747,0.006224406657,0.0007091672258,6.169026348,0.07548070739,0.01223543281,128817,217,0.001684560268,601.5,585.4,1186.9,286.6574611,155.2533413,403.0771776,0.3396050026
i-02ca0e36a4acaf9fc,6,42,8.776670853,0.005832984251,0.0006646010028,6.161015828,0.04616348777,0.007492837067,127144.6667,151.7706603,0.001193684834,785.3,657.5,1442.8,283.205481,72.60127027,267.5347537,0.18542747
i-048c3c6548c1a414a,6,42,8.781557878,0.0061558413,0.0007009964958,6.417535226,0.09208197737,0.01434849582,128157,238.9916317,0.001864834786,684.8,607.9,1292.7,401.9200584,175.8790304,525.3817765,0.4064220442
i-0507566c757134fb6,6,42,9.041758564,0.006254899968,0.0006917791406,6.312371334,0.02861184674,0.00453266217,130352.6667,367.3095879,0.002817814144,650.9,657,1307.9,522.7328721,490.2854044,1008.020332,0.7707166692
i-067b2519b614c8f9d,6,42,9.042013115,0.006847122247,0.0007572563941,6.120314969,0.02770736452,0.004527114153,129084,397.2870499,0.003077740463,652,690.4,1342.4,274.0413594,141.2823808,375.9019376,0.2800223015
i-06b96f53253b4cc2e,6,42,9.042543809,0.003553226901,0.0003929455003,6.441985342,0.1450648295,0.02251865253,129908.6667,262.3477336,0.002019478302,715.1,731.7,1446.8,327.6686843,253.1411771,524.9414359,0.3628293032
i-071a48cf857bce94f,6,42,9.041567829,0.005947277034,0.000657770549,6.268758827,0.01651596038,0.002634646001,128989,276.7869217,0.002145818028,506.6,536.5,1043.1,172.2609132,147.9934308,306.4515369,0.2937892214
i-07379900fe80899d6,6,42,8.775927835,0.006759807405,0.0007702669771,6.354962455,0.02625818761,0.004131918606,127279.3333,457.9850798,0.003598267431,866.3,595.7,1462,358.2851285,113.8469245,458.6630329,0.3137230047
i-0763ab86e85627573,6,42,9.043070846,0.007485870716,0.0008278018434,6.392951753,0.06390948015,0.009996865708,119922.6667,296.3398949,0.002471091606,737,634.5,1371.5,359.8345299,193.4098986,524.8145175,0.3826573223
i-07998976f194caa97,6,42,9.042369631,0.007322954384,0.0008098490421,6.154755486,0.03655484534,0.005939284741,129480.6667,70.81195756,0.0005468921298,757.8,645.1,1402.9,286.2259403,124.6117972,282.7595956,0.2015536357
i-07be1c77f6fdf8eda,6,42,9.042908298,0.006557153749,0.000725115586,6.360787498,0.01469706064,0.002310572495,129958.6667,388.6660949,0.002990690078,443.4,574,1017.4,180.4778841,113.868345,233.1662259,0.2291785196
i-07c76ac1348426483,6,42,9.042548895,0.007660485571,0.0008471599833,6.533924977,0.3325458576,0.05089526721,126500.3333,160.3756008,0.00126778797,673.8,622.9,1296.7,511.5907218,245.2130366,736.3599739,0.567872271
i-0837f0f6a7a42ac68,6,42,8.778085046,0.008372297859,0.0009537726981,6.398723231,0.1434030604,0.0224111991,128753,137.8513692,0.001070665299,590.2,627.4,1217.6,355.2969963,246.4378218,513.4476496,0.4216882799
i-084caea7d9c000ba9,6,42,9.043441481,0.004295196497,0.0004749515443,6.378298521,0.01925960891,0.003019552761,128258.3333,140.4291043,0.001094892633,469,605.3,1074.3,200.7026546,191.2834139,304.8682958,0.2837832038
i-08559b79281547ef2,6,42,8.775083198,0.006096274842,0.0006947255889,6.32233066,0.01628791465,0.002576251627,129962,437.0308914,0.003362759048,477.3,563.3,1040.6,186.8856156,195.2019183,338.7726868,0.3255551478
i-08e70b514c8c3cd5a,6,42,9.043198453,0.005203372548,0.0005753907288,6.127477143,0.01747909393,0.00285257595,129051.6667,262.1780565,0.002031574356,456.1,513.3,969.4,147.1737069,139.5739947,257.7269011,0.2658622871
i-08ff78a502245298a,6,42,8.777592129,0.005081471705,0.0005789140838,6.142880705,0.02008689337,0.003269946843,129708,230.4170133,0.001776428696,457.6,560.3,1017.9,97.15417301,124.2989675,188.4671796,0.1851529419
i-095d06d26dd29ecec,6,42,8.776173247,0.006742025857,0.0007682193215,6.342498541,0.02073227983,0.003268787481,130282.3333,210.2387532,0.001613716517,639.6,682.4,1322,176.5673935,157.3666631,262.4715858,0.1985412903
i-0977cb2af690d36fd,6,42,9.045307345,0.008609011467,0.0009517654999,6.093281004,0.04092776021,0.006716867347,130786.3333,72.11333672,0.0005513828157,737.8,585.4,1323.2,579.5722177,286.2043559,863.6521676,0.652699643
i-09c658651b17c197e,6,42,9.042010864,0.003012767079,0.0003331965781,6.383933147,0.02889540767,0.004526270405,127542.6667,259.016087,0.002030819127,597.2,655.9,1253.1,189.7265869,196.3151944,249.7996753,0.1993453637
i-0b138e3642a677559,6,42,8.781271564,0.006490646323,0.0007391465207,6.162299077,0.06141732184,0.009966624643,128529,139.7748189,0.001087496354,664.4,605.9,1270.3,465.0835528,238.1350924,689.4983764,0.5427838908
i-0b3a38b18367faa71,6,42,8.773568498,0.002335115617,0.0002661534605,6.117489126,0.05753841932,0.009405561356,127792.3333,144.1954692,0.001128357746,783.5,600.8,1384.3,435.6217141,222.3869501,653.1363734,0.4718170724
i-0ba417327f988ba2b,6,42,8.777757724,0.008568779779,0.0009761923316,6.363226122,0.04078272737,0.006409127476,128760,73.32803011,0.0005694938654,1021.4,852.3,1873.7,1315.63514,428.3127232,1718.033116,0.91692006
i-0bfaa8f4e041c36fa,6,42,8.776145617,0.008792389547,0.001001850918,6.378285726,0.04838716157,0.007586232986,129388,93.37558567,0.0007216711416,501.1,623.7,1124.8,232.5837722,192.8736201,405.4560669,0.3604694763
i-0c3e9f9e7b281edfe,6,42,8.77522654,0.00525698998,0.0005990717113,6.365772751,0.04384646714,0.006887846748,131040.3333,107.7466163,0.0008222400966,430,532.3,962.3,118.5748709,113.3000441,201.0146761,0.2088898224
i-0cc4b604b837f69d9,6,42,8.774567101,0.006973058846,0.0007946897854,6.088445557,0.01094808945,0.001798174813,128994.3333,239.5335745,0.001856930986,645.6,526.2,1171.8,303.0992503,131.704889,386.113052,0.3295042259
i-0d136c81f43ce8a29,6,42,9.041879839,0.005453392261,0.0006031259382,6.156372309,0.03269732619,0.005311135283,128920.3333,126.8082542,0.000983617176,518.3,659.3,1177.6,180.7902714,492.3126942,626.4487564,0.5319707511
i-0d1c421d52c368b29,6,42,9.044175519,0.008270154461,0.0009144177314,6.368617137,0.02007346752,0.003151935041,128613.6667,182.407054,0.001418255608,468.7,602.2,1070.9,166.4211859,214.9319272,335.7861257,0.3135550712
i-0d44050a4e6a71d7c,6,42,8.77559842,0.004375745213,0.0004986264188,6.384305874,0.0738379614,0.01156554258,129195,212.5723406,0.001645360429,724.7,663.4,1388.1,280.6358059,143.2986004,203.2313679,0.1464097456
i-0d6feb91baa545931,6,42,9.041358604,0.009643148581,0.001066559685,6.139062987,0.03260708017,0.00531140994,128305,253.1422525,0.001972972624,691.3,637.8,1329.1,227.2600322,140.7920452,343.2554766,0.258261588
i-0dcfa6d3bc470d28d,6,42,8.776925988,0.004525240078,0.0005155837117,6.123274777,0.0407278554,0.006651319251,130935,124.7437373,0.0009527149908,433.8,513.4,947.2,148.846528,146.8371736,251.9752192,0.2660211352
i-0e167bbfcd6a685f5,6,42,9.041810301,0.005393473278,0.0005965036976,6.359738562,0.01945766395,0.003059506891,128708.3333,184.0498121,0.001429975879,652.6,702.4,1355,451.0107661,467.6183629,903.2200421,0.6665830569
i-0ede59d8254436a40,6,42,9.039810419,0.002698513487,0.0002985143893,6.175662438,0.09335841371,0.01511714972,129901,78.46018098,0.0006039998228,748.3,528.7,1277,358.7332807,129.7647872,477.2420769,0.3737212819
i-0f285214d5c41327e,6,42,9.039911403,0.007270337433,0.0008042487486,6.336406284,0.02187569322,0.003452381719,128836.3333,519.3277706,0.004030910824,703.2,577.8,1281,206.453546,76.71273978,260.7740614,0.2035706959
i-0f472084ac3992ad9,6,42,9.047428688,0.007133218685,0.0007884249693,6.35003127,0.04003539426,0.00630475545,131530.6667,148.7021632,0.001130551277,866.6,669.4,1536,768.6526741,421.7050575,1180.796059,0.7687474344
i-0009b7735dea24732,7,41,9.044941876,0.006668571816,0.0007372708314,6.10798404,0.015959554,0.00261290041,128912,326.0782115,0.002529463599,579.1,520,1099.1,384.2859034,157.1672853,471.2256949,0.4287377808
i-002f7e27ea3e0bc1c,7,41,8.78281898,0.01257798018,0.001432111968,6.16848437,0.04687536694,0.007599170903,133162,183.5755975,0.001378588467,828.6,709.1,1537.7,435.7747124,112.8612226,494.2082445,0.3213944491
i-007e12c9530b8cdea,7,41,9.041881508,0.005635933848,0.0006233142784,6.161186218,0.08184172388,0.01328343617,132339.6667,245.1863237,0.00185270471,406.9,531.7,938.6,158.6592785,202.3973265,238.2506617,0.2538362046
i-008e6f72c7403b5d3,7,41,8.77649845,0.008775858858,0.0009999271245,6.106219053,0.02830178286,0.004634911164,129400.6667,391.2663202,0.003023680869,667.9,674.4,1342.3,294.5469025,182.6832109,347.0052994,0.2585154581
i-00ba7a56c944e5a25,7,41,8.77785235,0.006440823598,0.00073375848,6.333119657,0.0465764229,0.007354420163,128595.3333,258.6142559,0.002011070302,1158.6,730.6,1889.2,1134.452898,580.5583902,1697.465614,0.8985102764
i-00d71d40b42658392,7,41,8.775518338,0.005561175736,0.0006337147872,6.109915124,0.08605949706,0.01408521973,134312.3333,58.70547959,0.0004370818236,441.5,558.6,1000.1,163.4599849,125.4903272,182.016147,0.1819979472
i-01f539b055c2a5d34,7,41,9.045110544,0.006483220314,0.000716765183,6.101285087,0.02130322796,0.003491596877,129307.6667,91.24326459,0.0007056291939,486.8,598.6,1085.4,174.2130241,235.9567757,332.6927845,0.3065162931
i-0243a74ede206f760,7,41,8.776206573,0.003508579348,0.0003997831317,6.133280648,0.02012902376,0.003281934239,128764.6667,302.1594502,0.002346602201,409.5,543.8,953.3,172.6507393,203.6826508,289.4028526,0.3035800405
i-02ca0e36a4acaf9fc,7,41,8.778024806,0.006862839871,0.0007818205146,6.145199617,0.01429259873,0.002325815208,127420.6667,256.8897299,0.002016075858,1031.6,643.2,1674.8,305.4003565,79.06368741,340.6832351,0.2034172648
i-048c3c6548c1a414a,7,41,8.78231242,0.006414445251,0.0007303822666,6.306289832,0.02195094362,0.003480801582,128253.3333,53.35103873,0.000415981693,777.5,659,1436.5,243.2114992,122.0892206,322.4087295,0.2244404661
i-0507566c757134fb6,7,41,9.040550285,0.004425317612,0.0004894964878,6.273137119,0.02296656812,0.003661097738,134490.3333,369.5001128,0.002747410194,760.9,732.2,1493.1,419.2746249,443.2119633,853.2408088,0.571455903
i-067b2519b614c8f9d,7,41,9.043526597,0.009512591189,0.001051867442,6.149356074,0.04834487739,0.007861778829,133729,309.0355967,0.002310909351,801.4,661.1,1462.5,469.8884501,204.7684058,626.6768173,0.4284969691
i-06b96f53253b4cc2e,7,41,9.044156949,0.006132014884,0.0006780084555,6.330141597,0.05248626933,0.008291484246,134542,254.4189458,0.001891000177,908.4,700.9,1609.3,370.0706239,155.0164507,500.6007613,0.3110673966
i-07379900fe80899d6,7,41,8.776707358,0.007952474548,0.0009060886075,6.441868835,0.2859730523,0.04439287102,127507,81.66394553,0.0006404663707,469.1,514.2,983.3,255.602317,177.8899785,387.7880435,0.3943740908
i-0763ab86e85627573,7,41,9.045805163,0.0101513023,0.001122211027,6.332796335,0.01588392872,0.002508201414,119498,245.7702179,0.002056688965,891,633.1,1524.1,275.9786626,133.3578727,293.8489597,0.192801627
i-07998976f194caa97,7,41,9.042055421,0.007036344331,0.0007781797393,6.127016279,0.0191877139,0.003131657078,133724.3333,228.8609476,0.001711438314,739.6,613.7,1353.3,295.7619914,151.1217684,404.5969325,0.2989706144
i-07be1c77f6fdf8eda,7,41,9.044373777,0.008842234873,0.000977650315,6.314659543,0.01558822884,0.002468577876,134614,329.7923589,0.002449911294,793,581.4,1374.4,528.2551993,196.3507066,706.5179403,0.5140555445
i-07c76ac1348426483,7,41,9.041651461,0.004982408033,0.0005510506631,6.309766716,0.04527801316,0.007175861676,126462.6667,350.3374564,0.002770283639,436.4,624.2,1060.6,159.1436807,204.9806495,302.6006536,0.285310818
i-0837f0f6a7a42ac68,7,41,8.777710994,0.00666721008,0.0007595613577,6.325949139,0.01263033715,0.001996591638,128777.3333,218.5276489,0.00169694187,664.6,676.5,1341.1,236.9206149,198.355601,394.2141127,0.2939483355
i-084caea7d9c000ba9,7,41,9.043601301,0.006120287562,0.0006767533595,6.354876015,0.1403751406,0.02208935946,132650.6667,203.7702955,0.001536142265,424.2,475.2,899.4,149.1708938,136.0186262,240.7396934,0.2676669929
i-08559b79281547ef2,7,41,8.777021991,0.005849806992,0.0006664910944,6.290519052,0.01421016832,0.002258981842,134507.6667,344.3505965,0.002560081556,526.6,531.6,1058.2,171.0413855,116.4161119,240.0087035,0.2268084517
i-08e70b514c8c3cd5a,7,41,9.046404733,0.006783974654,0.000749908373,6.120976554,0.01795109196,0.002932716995,129377.6667,225.1096029,0.001739941744,505.9,555,1060.9,192.9038045,147.5466028,262.7852736,0.2477003238
i-08ff78a502245298a,7,41,8.77656828,0.008944446595,0.001019128013,6.14086114,0.02462888236,0.004010656127,129347,107.6429282,0.0008322027433,441.1,477.4,918.5,157.5996686,169.9798681,272.7551812,0.2969571924
i-095d06d26dd29ecec,7,41,8.77627378,0.002650509789,0.0003020085579,6.311745193,0.01286660788,0.002038518268,134774.6667,511.6115063,0.003796050986,626.3,673.1,1299.4,267.3591218,185.2052615,324.2067927,0.2495049967
i-0977cb2af690d36fd,7,41,9.043793996,0.005847934716,0.0006466240517,6.091072745,0.02204256003,0.003618830534,130667.3333,345.3640591,0.002643078804,587.3,699.3,1286.6,717.7650575,302.9367554,990.0738693,0.7695273351
i-09c658651b17c197e,7,41,9.043351677,0.004460756773,0.0004932636629,6.35305908,0.05793387834,0.009119052352,127380.6667,85.65239829,0.0006724128593,673.1,749.2,1422.3,206.0584868,124.3613016,230.0159656,0.1617211317
i-0b138e3642a677559,7,41,8.78188226,0.008364473043,0.0009524692765,6.112035327,0.03149106982,0.005152304942,133135.3333,293.2172119,0.002202399652,586.7,613.5,1200.2,148.3824263,125.0637615,180.1362447,0.1500885225
i-0b3a38b18367faa71,7,41,8.775750822,0.005837682093,0.000665205999,6.075326787,0.0263406684,0.004335679269,127935,226.9339111,0.001773821949,493.6,554.2,1047.8,312.3321594,214.2769755,464.3972916,0.443211769
i-0ba417327f988ba2b,7,41,8.779726744,0.006937535889,0.0007901767437,6.306981458,0.01390930012,0.002205381483,133640.6667,115.8116287,0.0008665897256,1199.3,702.5,1901.8,1104.249675,434.9314761,1526.26245,0.8025357294
i-0bfaa8f4e041c36fa,7,41,8.777269522,0.007380256705,0.0008408374251,6.344798194,0.05546847286,0.008742354156,133810.3333,239.9527731,0.001793230516,480.3,504.8,985.1,166.4919417,149.050178,304.0951788,0.3086947303
i-0c3e9f9e7b281edfe,7,41,8.775865979,0.005199657645,0.0005924951062,6.324453539,0.01330496333,0.002103733271,130919.6667,639.7674057,0.004886717343,465.4,554.4,1019.8,194.2708304,172.2286594,300.8790085,0.2950372706
i-0cc4b604b837f69d9,7,41,8.774726735,0.006766907956,0.0007711816174,6.139966647,0.05365884874,0.008739273652,133057.6667,268.7756189,0.002019993479,675.4,687.9,1363.3,313.3702815,168.8276241,380.4269677,0.2790486083
i-0d136c81f43ce8a29,7,41,9.044494364,0.005415542386,0.0005987667378,6.177985695,0.05326464462,0.008621684681,128609.6667,580.931436,0.00451701222,595.4,741.5,1336.9,628.552517,394.0979151,999.4941443,0.7476207228
i-0d1c421d52c368b29,7,41,9.044275416,0.006949669403,0.0007684053264,6.339085711,0.05540623922,0.008740414903,133060,275.3525014,0.002069386001,543.3,540.8,1084.1,132.5460507,114.174136,230.8214558,0.2129152807
i-0d44050a4e6a71d7c,7,41,8.77602413,0.006363993185,0.0007251567556,6.322703097,0.07454967738,0.01179079205,133614,153.9220582,0.001151990496,757.6,576.4,1334,499.3623045,255.9757801,726.3306563,0.5444757543
i-0d6feb91baa545931,7,41,9.043324497,0.009835645486,0.001087613907,6.111191511,0.02171743183,0.003553714818,132496.3333,82.24556726,0.00062073844,533.4,507.8,1041.2,222.6987003,110.0573588,268.215005,0.2576018104
i-0dcfa6d3bc470d28d,7,41,8.77761968,0.007472592121,0.0008513232964,6.100971911,0.01935557101,0.003172538949,135492.6667,171.46817,0.00126551624,363.9,666.8,1030.7,134.3655462,211.2580307,200.9621579,0.1949763829
i-0e167bbfcd6a685f5,7,41,9.043952121,0.006973891702,0.0007711110817,6.328997135,0.006090925755,0.0009623840278,128984,273.6658546,0.002121703891,804,681.3,1485.3,721.0604844,456.3531892,1161.975334,0.7823169288
i-0ede59d8254436a40,7,41,9.042813434,0.0060960631,0.0006741334591,6.100183752,0.03790672924,0.006214030721,129887.3333,196.6172254,0.001513752114,566.5,638.3,1204.8,338.7677835,148.6345631,326.3930146,0.2709105367
i-0f285214d5c41327e,7,41,9.041790724,0.006703594911,0.0007414012462,6.319480552,0.02413370248,0.003818937693,128839.6667,83.5783066,0.0006487001151,777,679.8,1456.8,499.1247896,262.2648365,660.1827693,0.4531732354
i-0f472084ac3992ad9,7,41,9.047799375,0.006884371436,0.0007608890461,6.306268454,0.1025623551,0.01626355678,135533.6667,266.7064554,0.001967824393,773.5,718.2,1491.7,627.2201899,410.0218964,1014.497473,0.6800948399
i-0009b7735dea24732,8,40,8.776978413,0.004951945583,0.0005641970789,6.104417059,0.03252615417,0.005328298158,128812.6667,319.150957,0.002477636441,767.6,625.3,1392.9,347.3829779,152.6732531,452.7759932,0.325059942
i-002f7e27ea3e0bc1c,8,40,8.778289901,0.004101632782,0.0004672473601,6.170280589,0.03627962237,0.005879736237,134613.3333,18.87679351,0.0001402297458,795.5,698.4,1493.9,262.5059788,215.0127645,304.1879719,0.2036200361
i-007e12c9530b8cdea,8,40,8.775802347,0.006658308722,0.0007587122474,6.112469779,0.03710311702,0.006070069605,133880.6667,99.47026356,0.0007429770559,490.6,535.3,1025.9,134.8474035,101.5141479,209.8700392,0.2045716338
