,,,sysbench,,,y-cruncher,,,pgbench,,,iperf,,,,,,
instanceID,setId,tenants,sysbench_wall_time,sysbench_std,sysbench_cv,ycruncher_wall_time,ycruncher_std,ycruncher_cv,pgbench_transactions,pgbench_std,pgbench_cv,bandwidthUpload,bandwitdhDownload,iperf_total,stdUp,stdDown,stdTotal,iperf_cv
i-08e70b514c8c3cd5a,23,25,8.024036169,0.03786676978,0.004719167384,5.577291568,0.0482704761,0.008654823854,162404.6667,278.3888168,0.001714167595,971.2,891.8,1863,465.4443039,362.8895761,774.9877418,0.4159891261
i-08ff78a502245298a,23,25,7.782756805,0.00445560591,0.0005724971268,5.590398312,0.06749775338,0.01207387195,163763,547.6239586,0.003344002971,833.2,895.4,1728.6,231.0530483,291.2536886,462.6443799,0.2676410852
i-0977cb2af690d36fd,23,25,8.006565412,0.004484881246,0.0005601504535,5.512826734,0.01887850378,0.003424468914,168604.3333,418.8153929,0.00248401322,950.3,779.8,1730.1,408.9289669,250.6838647,602.6637998,0.3483404426
i-0b138e3642a677559,23,25,7.784471088,0.004921458227,0.0006322148508,5.573254956,0.09066613181,0.01626807539,150881.3333,286.9152023,0.001901595088,1238.8,1031.5,2270.3,494.2018931,359.011993,758.5147842,0.3341033274
i-0ba417327f988ba2b,23,25,7.789602544,0.009138712746,0.001173193715,5.123885844,0.05968139747,0.01164768289,150707.6667,130.1550358,0.0008636258436,1079.5,947.3,2026.8,601.3041844,361.7199807,874.7081799,0.431571038
i-0c3e9f9e7b281edfe,23,25,7.781866021,0.005412189154,0.0006954873214,5.10729493,0.02233527489,0.004373210319,163615.3333,462.2686809,0.00282533838,745.1,827.7,1572.8,391.7372844,222.3995653,493.6836144,0.3138883611
i-0cc4b604b837f69d9,23,25,7.780921088,0.004440330693,0.0005706690304,5.546863768,0.01099484345,0.001982172973,150139.6667,211.2352559,0.001406925036,834.7,938.4,1773.1,440.8098734,287.2258887,581.4517177,0.3279294556
i-0d136c81f43ce8a29,23,25,8.006004916,0.004285356127,0.0005352677361,5.58011802,0.01726663952,0.003094314396,161827.6667,85.45369116,0.0005280536568,1110.3,1028.3,2138.6,906.8506002,333.9141773,1077.742311,0.5039475877
i-0d1c421d52c368b29,23,25,8.007969247,0.005024003338,0.0006273754535,5.125377046,0.05126945091,0.01000305937,149277,112.0535586,0.0007506418177,705.9,880.6,1586.5,296.0091778,281.7832895,468.0302103,0.2950080116
i-0d6feb91baa545931,23,25,8.008853436,0.003652867439,0.0004561036693,5.578768306,0.05181743017,0.009288328055,150233.6667,72.39014666,0.0004818503619,1340.4,951.8,2292.2,738.4819564,263.0550428,903.9801866,0.3943723002
i-0dcfa6d3bc470d28d,23,25,7.783556461,0.00491318309,0.0006312259845,5.565284491,0.03253237461,0.005845590583,152072,375.5036618,0.002469249183,753.4,737,1490.4,301.6227224,270.8127685,533.8949543,0.3582225941
i-0f285214d5c41327e,23,25,8.006929742,0.004478829702,0.0005593691772,5.076921119,0.01522875977,0.002999605354,161742.3333,271.00615,0.001675542478,1882,1097.9,2979.9,454.9187962,76.85260062,488.5717166,0.1639557423
i-0009b7735dea24732,24,24,7.784673638,0.004922003317,0.000632268422,5.586907016,0.1457830067,0.02609368767,161909.6667,66.21429856,0.0004089582785,739.5,798.3,1537.8,369.6124848,212.8191982,397.4196774,0.2584339169
i-002f7e27ea3e0bc1c,24,24,7.787544833,0.004950835447,0.0006357376494,5.606966469,0.08940278516,0.01594494735,152811.3333,410.6584144,0.002687355744,825.9,898.2,1724.1,256.4069899,322.7502647,512.4651641,0.2972363344
i-007e12c9530b8cdea,24,24,7.782216337,0.005933794229,0.0007624812742,5.644857062,0.1840115861,0.03259809488,151628,398.7342473,0.002629687441,962,1022.4,1984.4,403.1906084,246.1035013,560.4310246,0.2824183756
i-00ba7a56c944e5a25,24,24,7.784101778,0.004784256848,0.0006146189997,5.123448266,0.03130372944,0.006109894706,161813.6667,249.6043536,0.001542541855,955.3,946.7,1902,369.3125897,321.9907003,677.8865851,0.3564072477
i-00d71d40b42658392,24,24,7.780441311,0.003920168203,0.0005038490808,5.585961395,0.0773182812,0.01384153519,152488.3333,420.3633349,0.002756691779,757.2,975.1,1732.3,468.3976943,303.1653198,521.6972409,0.3011587143
i-02ca0e36a4acaf9fc,24,24,7.782965104,0.004094721476,0.0005261133027,5.630336576,0.2924105001,0.05193481707,162009.3333,99.06731718,0.0006114914193,745,799.7,1544.7,248.2507693,285.1140318,494.4718956,0.3201086914
i-0507566c757134fb6,24,24,7.781969229,0.004460623444,0.0005731998306,5.089778423,0.00972048326,0.001909804799,153325.6667,284.1906637,0.001853510047,1054.3,1006.1,2060.4,423.5451045,336.0239575,642.7979119,0.3119772432
i-067b2519b614c8f9d,24,24,7.780801508,0.004798875323,0.0006167584815,5.548895333,0.03556180538,0.006408808105,153100,150.249792,0.0009813833574,750.7,810.2,1560.9,177.9763093,282.1173121,413.0578248,0.264627987
i-06b96f53253b4cc2e,24,24,7.782749335,0.00488799121,0.0006280545601,5.104799059,0.01904999388,0.003731781341,154113,178.2161609,0.001156399271,1406.7,1155.4,2562.1,701.5386344,363.3648916,847.7964182,0.3308990352
i-0837f0f6a7a42ac68,24,24,7.78256721,0.005508475766,0.0007077967486,5.126026339,0.01449998701,0.00282869928,163980,226.3117319,0.001380117892,1314.2,1256.9,2571.1,968.9611619,367.1809878,1155.864703,0.4495603838
i-084caea7d9c000ba9,24,24,7.781207376,0.004033931152,0.0005184196946,5.263233397,0.223988811,0.04255726359,151272.3333,292.7393608,0.001935181102,811.7,774.1,1585.8,514.0722063,279.4520233,711.232389,0.4485006867
i-08559b79281547ef2,24,24,7.782559686,0.00521843908,0.0006705299143,5.110368013,0.05693153095,0.01114039748,152985,139.2802929,0.0009104179687,883,1068.9,1951.9,221.9169014,438.2613249,586.4566764,0.3004542632
i-08e70b514c8c3cd5a,24,24,7.783800522,0.005132837965,0.0006594256816,5.612792068,0.09573721164,0.01705696746,162448,183.191157,0.001127691058,1327.4,955.7,2283.1,630.7605991,270.9510206,837.5407718,0.3668436651
i-08ff78a502245298a,24,24,7.782189422,0.004749006174,0.0006102403727,5.561623202,0.04009047866,0.0072084133,163846.6667,87.94505861,0.0005367521988,737.5,997.7,1735.2,325.9520244,287.193334,443.1372499,0.2553810799
i-0977cb2af690d36fd,24,24,7.78329285,0.005255095359,0.000675176363,5.615490092,0.1476581522,0.02629479347,168448.6667,272.002451,0.001614749801,805.1,820.7,1625.8,631.4529014,272.6748369,782.3387729,0.4812023452
i-0b138e3642a677559,24,24,7.788290421,0.006183564458,0.000793956584,5.5301675,0.06755531767,0.01221578147,152822.3333,109.6965511,0.0007178044514,974.2,1178.1,2152.3,561.0347187,620.4595877,1029.820702,0.4784745165
i-0ba417327f988ba2b,24,24,7.787407743,0.004928336451,0.0006328596901,5.114195214,0.08638957397,0.01689211505,152138.6667,120.7324867,0.0007935687179,1209,1227.5,2436.5,350.8545124,355.4856615,560.0744494,0.2298684381
i-0c3e9f9e7b281edfe,24,24,7.782311387,0.003700049853,0.0004754435629,5.089191728,0.01466400267,0.002881401105,163820.6667,152.6444671,0.000931777841,740.9,816.4,1557.3,408.9410308,236.9731349,498.8745222,0.320345805
i-0cc4b604b837f69d9,24,24,7.782529963,0.007239774173,0.0009302597236,5.51021258,0.01414507392,0.002567065012,151828,399.4396075,0.00263086919,995.1,988.6,1983.7,401.8842979,271.535633,432.6088944,0.218081814
i-0d136c81f43ce8a29,24,24,7.782003668,0.00409767489,0.0005265578205,5.638680723,0.2898922863,0.05141136739,161592.3333,333.6709956,0.002064893728,1430.3,969.3,2399.6,901.101061,401.383178,1240.347102,0.5168974421
i-0d1c421d52c368b29,24,24,7.785091321,0.006470252444,0.0008311080985,5.141228411,0.04473973048,0.008702147989,151082.6667,287.1521084,0.001900629071,843.9,765.3,1609.2,182.7648459,300.760536,415.6704892,0.2583087802
i-0d6feb91baa545931,24,24,7.784545792,0.0075051017,0.0009641027107,5.540955808,0.01783452488,0.003218673005,152000,230.4625783,0.001516201173,1739.8,1342,3081.8,778.2375815,196.9658741,764.5253865,0.2480775477
i-0dcfa6d3bc470d28d,24,24,7.781689564,0.004302802829,0.000552939409,5.541079521,0.03633774849,0.006557882512,152985.6667,1254.857097,0.008202448792,745,783.8,1528.8,179.0543059,224.8336669,327.764414,0.2143932588
i-0f285214d5c41327e,24,24,7.780649053,0.004207327053,0.0005407424271,5.078477277,0.01788997818,0.003522705174,161908.3333,413.155338,0.002551785504,1789,1110.4,2899.4,651.1093098,257.3282383,775.6272301,0.2675130131
i-0009b7735dea24732,25,23,7.783586078,0.005724157329,0.0007354138917,5.472239918,0.01008335225,0.001842637093,163524.6667,280.3164878,0.001714215314,863.5,858.4,1721.9,331.7797965,269.5507373,500.8646857,0.2908790787
i-002f7e27ea3e0bc1c,25,23,7.785591046,0.005220013011,0.0006704709996,5.536631425,0.009437984199,0.001704643758,153026,289.0830331,0.001889110563,1024.8,960.5,1985.3,513.8049349,234.8698221,657.3994304,0.3311335468
i-007e12c9530b8cdea,25,23,7.779799753,0.003664559584,0.0004710352066,5.533200555,0.03934523891,0.007110755975,151500.3333,418.1343484,0.002759956623,1010.2,1077.8,2088,492.6853402,219.9463571,420.840165,0.2015518031
i-00ba7a56c944e5a25,25,23,7.781835794,0.00370835218,0.0004765395054,5.137132062,0.02521286438,0.004907965005,163119,410.6141741,0.002517267603,697,879.6,1576.6,187.5941245,367.6463276,491.3419719,0.3116465634
i-00d71d40b42658392,25,23,7.781863213,0.004399776832,0.000565388611,5.524265289,0.07719237243,0.01397332829,152517.3333,481.0377671,0.003153987527,1203.9,962.3,2166.2,636.2800659,286.0314862,851.947025,0.393291028
i-02ca0e36a4acaf9fc,25,23,7.781985495,0.004644178456,0.0005967858022,5.548546738,0.1072672706,0.01933249835,162953.3333,181.4230783,0.001113343769,839.5,1193,2032.5,246.8284379,533.5353784,568.2922273,0.2796025718
i-0507566c757134fb6,25,23,7.782775826,0.00770111452,0.0009895074318,5.119599501,0.05895169401,0.01151490346,153195.6667,136.1224939,0.0008885531609,980.5,880.1,1860.6,481.4778753,280.6446745,695.0638979,0.3735697613
i-067b2519b614c8f9d,25,23,7.780320353,0.005839913406,0.0007506006362,5.516607497,0.02153615489,0.003903876596,153427.3333,328.0264217,0.002137992068,744.6,728.3,1472.9,0.9660917831,278.7113401,277.8778509,0.1886603645
i-06b96f53253b4cc2e,25,23,7.784054094,0.006698849325,0.0008605861732,5.114436388,0.04677107102,0.009144912064,153855.6667,194.8956986,0.001266743714,1130.6,919.7,2050.3,642.1490308,389.475445,904.2400185,0.4410281513
i-0837f0f6a7a42ac68,25,23,7.782205264,0.0032682982,0.000419970701,5.130852938,0.01399202744,0.002727037318,165494,327.0061162,0.001975939407,1444.2,1398.4,2842.6,436.3876462,390.5116871,588.2645286,0.2069459398
i-084caea7d9c000ba9,25,23,7.781172593,0.004332655507,0.0005568126725,5.119393269,0.01531096858,0.002990777965,151988.6667,85.80404031,0.0005645423583,740.6,790.1,1530.7,228.4358407,218.1378005,352.4580511,0.2302593918
i-08559b79281547ef2,25,23,7.784530242,0.005122897119,0.0006580868671,5.149432977,0.09127975807,0.01772617655,152813.3333,83.53043358,0.0005466174433,718.8,1104.2,1823,219.0361715,468.8953449,535.3887477,0.2936855445
i-08e70b514c8c3cd5a,25,23,7.78009918,0.003960318422,0.0005090318684,5.508977228,0.01395453275,0.002533053264,163443.6667,417.0483585,0.002551633642,685.4,766.3,1451.7,162.0885903,256.4367152,353.2031364,0.243303118
i-08ff78a502245298a,25,23,7.783302122,0.00620851649,0.0007976712702,5.524685886,0.04142689138,0.007498506203,165268.6667,269.8746623,0.001632945117,812.3,804.2,1616.5,327.6729569,307.2349083,551.7238138,0.3413076485
i-0b138e3642a677559,25,23,7.787380616,0.007218742863,0.0009269795865,5.476931413,0.01419197073,0.002591226667,152341,25.63201124,0.0001682541879,1303.7,962.5,2266.2,481.4030536,316.5958693,785.0730752,0.3464270917
i-0ba417327f988ba2b,25,23,7.787489997,0.006084569582,0.0007813261505,5.111796247,0.01648904691,0.003225685476,152352.3333,304.2520885,0.001997029398,1360.4,1031.1,2391.5,465.4372377,338.9239344,715.4615061,0.299168516
i-0c3e9f9e7b281edfe,25,23,7.781975932,0.004946492019,0.0006356344535,5.116460456,0.04217678809,0.008243352695,165181,333.213145,0.002017260732,1781.1,1366.7,3147.8,909.3974134,581.9182932,910.9410031,0.2893897335
i-0cc4b604b837f69d9,25,23,7.780729002,0.005144938649,0.0006612412085,5.513658576,0.0159582017,0.002894303569,151475.6667,167.7180173,0.001107227458,724.7,793.8,1518.5,265.9657664,233.1016945,392.4994692,0.2584784124
i-0d136c81f43ce8a29,25,23,7.780147738,0.003915613044,0.000503282608,5.549568017,0.04702275644,0.00847322824,163154.3333,383.3097094,0.002349368856,1211.4,951.6,2163,515.2242662,160.9369787,534.6373641,0.247174001
i-0d1c421d52c368b29,25,23,7.781110313,0.0036999685,0.000475506496,5.125562482,0.03052684811,0.005955804502,150912,117.7582269,0.0007803105577,748.7,758.2,1506.9,179.7943578,353.0551735,332.1443629,0.2204156632
i-0d6feb91baa545931,25,23,7.780333916,0.003884101627,0.0004992204279,5.518977086,0.00833656553,0.001510527295,151150.3333,557.9662475,0.003691465544,1520.2,1180.2,2700.4,890.3001741,377.7320626,1155.557701,0.427920938
i-0dcfa6d3bc470d28d,25,23,7.783680439,0.004535649579,0.0005827127173,5.505417771,0.01389457861,0.002523800952,153428.6667,100.5103643,0.0006550950777,768.5,780.2,1548.7,205.0984858,129.5426142,261.5526503,0.1688852911
i-0f285214d5c41327e,25,23,7.778723161,0.004000093678,0.0005142352537,5.084378693,0.02738592369,0.005386287164,163028,88.45903006,0.0005426002286,2136.6,1377,3513.6,965.0492446,766.5769513,1217.686623,0.3465638157
i-0009b7735dea24732,26,22,7.782097154,0.00637489401,0.0008191743028,5.479912784,0.01686560359,0.00307771387,164577.6667,1372.411867,0.008338992131,720.7,734.6,1455.3,104.3009002,153.6895861,236.4229026,0.1624564713
i-002f7e27ea3e0bc1c,26,22,7.783352958,0.004510315075,0.0005794822745,5.572117938,0.1345552093,0.02414794712,154457.6667,389.1597787,0.002519523874,1165.7,1015.3,2181,414.2642876,286.4817427,619.3977362,0.283997128
i-007e12c9530b8cdea,26,22,7.780902412,0.007250718912,0.0009318609241,5.517347945,0.01994274203,0.003614552178,153313.3333,107.15565,0.0006989323609,1278,1019.4,2297.4,518.5040448,298.1324091,762.2029768,0.3317676403
i-00ba7a56c944e5a25,26,22,7.782881392,0.006008829427,0.0007720571758,5.125028902,0.04776300283,0.009319557752,162933.3333,92.46260505,0.0005674873469,787.6,1016.4,1804,363.5348677,323.1532832,463.7959321,0.2570930888
i-00d71d40b42658392,26,22,7.782069392,0.005921656234,0.0007609359332,5.50061006,0.01819502804,0.003307820012,154237.3333,144.202404,0.0009349383896,1008.7,990.6,1999.3,500.4737866,315.1649304,619.8609253,0.3100389763
i-02ca0e36a4acaf9fc,26,22,7.782952865,0.004827946365,0.0006203232178,5.535763767,0.05941964727,0.01073377582,162668.6667,324.6926752,0.001996036986,743.2,1043.9,1787.1,322.5333058,373.2346447,479.6724461,0.268408285
i-067b2519b614c8f9d,26,22,7.78256668,0.005778124776,0.0007424446219,5.505924807,0.01042350723,0.001893143767,155023.3333,278.325948,0.001795381005,1630.5,1139.8,2770.3,717.8709649,292.4763238,940.0735255,0.3393399724
i-06b96f53253b4cc2e,26,22,7.781108088,0.004792492346,0.0006159138636,5.106358581,0.09283837364,0.01818093504,155106,113.5033039,0.0007317789377,743.3,800.6,1543.9,69.87775039,163.7947225,203.0016147,0.1314862457
i-0837f0f6a7a42ac68,26,22,7.781263749,0.003770087755,0.0004845084137,5.090524621,0.00919303038,0.001805910209,165326,188.2365533,0.001138578042,1583.8,1210.9,2794.7,1188.64384,427.6307987,1200.592266,0.4295961162
i-084caea7d9c000ba9,26,22,7.779296186,0.004447122737,0.0005716613214,5.335567792,0.3777271694,0.07079418425,153433.3333,94.05494848,0.000613002054,800.7,770.7,1571.4,243.4150776,165.4059316,333.7301638,0.212377602
i-08559b79281547ef2,26,22,7.780581766,0.004364784081,0.0005609842828,5.046985096,0.008411840804,0.001666706091,154446.6667,350.505825,0.002269429522,796.6,841.4,1638,176.7277882,291.7857662,424.2611879,0.2590117142
i-08e70b514c8c3cd5a,26,22,7.779273139,0.002833546924,0.0003642431463,5.625074228,0.1464342912,0.02603241936,163368.6667,245.492023,0.001502687314,1266.1,1087.7,2353.8,431.6980555,302.9895671,677.6222809,0.2878843916
i-08ff78a502245298a,26,22,7.781745646,0.004419182744,0.0005678909265,5.524251249,0.03562046641,0.006448017081,165286,93,0.0005626610844,734.8,904.1,1638.9,100.2816035,336.1770202,383.6681002,0.2341009825
i-0b138e3642a677559,26,22,7.785838101,0.006033297725,0.0007749066506,5.696493573,0.3602347009,0.06323797197,153816.6667,43.89001405,0.0002853397815,856,1048,1904,395.3091617,363.0882966,647.8828769,0.3402746202
i-0ba417327f988ba2b,26,22,7.785752959,0.00465800847,0.0005982733455,5.061397791,0.01499874514,0.002963360273,153531,326.4597984,0.002126344507,1670,1503.1,3173.1,789.6422537,541.6440918,649.0369704,0.204543497
i-0c3e9f9e7b281edfe,26,22,7.782632483,0.005717216336,0.0007346121442,5.163867606,0.144290395,0.02794231108,166576,1012.89338,0.006080668166,1384.6,1096.1,2480.7,822.079369,520.9771695,1086.33431,0.4379144234
i-0cc4b604b837f69d9,26,22,7.781160805,0.004346330693,0.0005585709898,5.486720536,0.01349384475,0.002459364326,153077.3333,139.471622,0.0009111187067,823,821.7,1644.7,161.0403676,227.3206497,324.5485925,0.1973299644
i-0d136c81f43ce8a29,26,22,7.780415879,0.004751748775,0.0006107319775,5.564457602,0.1013224994,0.01820887257,163020.3333,117.2063707,0.0007189678018,960,950.5,1910.5,440.1206905,375.1119092,677.4536064,0.3545949262
i-0d1c421d52c368b29,26,22,7.781537639,0.005140568297,0.0006606108632,5.085055272,0.01448726501,0.0028489887,152086,167.0897962,0.001098653369,864.7,765.3,1630,345.9020574,266.0313474,530.4978794,0.3254588217
i-0d6feb91baa545931,26,22,7.781622357,0.006142522755,0.0007893627413,5.513752752,0.03222010326,0.005843588698,152518.6667,493.5223737,0.003235816208,2113.7,1393.2,3506.9,978.7402391,541.882275,1327.605568,0.3785695538
i-0dcfa6d3bc470d28d,26,22,7.780813058,0.002566533282,0.0003298541248,5.506136311,0.02018520144,0.003665946554,155423.6667,85.50048733,0.0005501124067,792.9,799.9,1592.8,176.6034164,192.5232742,305.9465458,0.1920809554
i-0f285214d5c41327e,26,22,7.778594335,0.003502723659,0.0004503029093,5.050874843,0.01637903245,0.00324281099,162817,207.3137719,0.001273293156,1716.8,1643,3359.8,1210.107048,636.4144352,1392.921534,0.414584658
i-0009b7735dea24732,27,21,7.781087557,0.003644405351,0.0004683670919,5.133864615,0.014333389,0.002791929682,167785.6667,45.63259069,0.0002719695407,744.4,810.6,1555,51.80990896,232.6911162,242.6556774,0.1560486671
i-002f7e27ea3e0bc1c,27,21,7.784620206,0.004055255223,0.0005209316724,5.252543714,0.07708737856,0.01467619933,159781.6667,129.0439202,0.0008076265748,850.5,908.8,1759.3,400.4489841,402.0991586,651.0995913,0.3700901445
i-007e12c9530b8cdea,27,21,7.779670689,0.005369127503,0.0006901484289,5.196683804,0.08429290431,0.01622051822,158512,360.4011654,0.002273652249,1274,859.3,2133.3,613.0129598,247.1126823,858.5876063,0.4024692291
i-00ba7a56c944e5a25,27,21,7.784953965,0.00561088646,0.0007207346999,5.082343737,0.01260379358,0.00247991758,163321,189.5811172,0.001160788369,805.8,802.7,1608.5,351.7643782,343.2864207,554.0790658,0.3444694223
i-00d71d40b42658392,27,21,7.784551647,0.006549949806,0.0008414036033,5.184239944,0.06061091029,0.01169137828,159125.6667,47.96179035,0.0003014082602,1117.4,914.9,2032.3,570.8008409,380.4872461,887.338724,0.4366179816
i-02ca0e36a4acaf9fc,27,21,7.782140546,0.006885849952,0.0008848272415,5.163298077,0.01181140789,0.002287570408,162801,167.1795442,0.001026895069,849.5,1022,1871.5,343.4686626,361.3816081,528.9260083,0.2826214311
i-067b2519b614c8f9d,27,21,7.779551268,0.006733756716,0.000865571353,5.15526602,0.01868869562,0.003625166101,159756.3333,229.6744072,0.001437654473,1247.3,1176.6,2423.9,796.2735501,311.9648128,869.6287139,0.3587725211
i-06b96f53253b4cc2e,27,21,7.782423046,0.005701764171,0.0007326463927,5.110091766,0.06341603405,0.01240995993,160790.3333,263.9400184,0.001641516707,828.4,993.7,1822.1,204.3418704,497.0832816,537.3725068,0.2949193276
i-0837f0f6a7a42ac68,27,21,7.782622523,0.005983745539,0.0007688597926,5.119006051,0.04167102258,0.008140451908,165341,461.6535498,0.0027921299,2033.8,1335.4,3369.2,990.5497688,445.9768803,1267.681856,0.3762560419
i-084caea7d9c000ba9,27,21,7.780083736,0.005195517542,0.0006677971238,5.139625205,0.1344277146,0.02615515903,158842.3333,145.0390752,0.0009131008853,825.4,868.3,1693.7,217.485223,300.7745741,393.5575773,0.2323655767
i-08559b79281547ef2,27,21,7.783449888,0.00434642419,0.0005584187286,5.067248927,0.01442879764,0.002847461778,159396.6667,276.69538,0.001735891884,781.2,923.8,1705,257.0273656,429.5651031,513.5023531,0.3011744007
i-08e70b514c8c3cd5a,27,21,7.781905386,0.005349557363,0.0006874354156,5.200562398,0.04511263641,0.008674568818,163461.3333,45.00370355,0.0002753171202,1330.6,1035.7,2366.3,556.6176026,327.3866386,719.8820968,0.304222667
i-08ff78a502245298a,27,21,7.784299586,0.0060101522,0.0007720864458,5.177268717,0.01314765365,0.002539496088,165284,337.354413,0.002041059105,810.9,860.9,1671.8,286.4671593,334.1860593,554.4592561,0.3316540592
i-0b138e3642a677559,27,21,7.784327321,0.005089120839,0.0006537650113,5.135450231,0.0111029336,0.002162017565,158505.6667,489.3437783,0.003087232075,1439.8,1160.4,2600.2,375.7131885,214.9765879,469.3280776,0.1804969147
i-0ba417327f988ba2b,27,21,7.784765429,0.003511418839,0.000451062896,5.075392988,0.01741090288,0.003430454138,158991.6667,140.9834506,0.0008867348429,1917.8,1295.2,3213,574.1346725,376.3227929,871.0413946,0.2710990957
i-0c3e9f9e7b281edfe,27,21,7.78419484,0.004376180461,0.0005621879399,5.110319959,0.05672839198,0.01110075151,168387.3333,275.1078576,0.001633780001,839.1,831.6,1670.7,394.8201982,287.4880481,484.6632393,0.2900959115
i-0cc4b604b837f69d9,27,21,7.781133069,0.006133863513,0.0007882995264,5.169516775,0.04272884725,0.008265539916,158450.3333,160.2321233,0.001011245101,1412.6,1014.1,2426.7,688.7546249,422.4808871,1084.879005,0.4470593831
i-0d136c81f43ce8a29,27,21,7.781399223,0.004694030459,0.0006032373258,5.313323816,0.1260815323,0.02372931459,162698.6667,265.3475708,0.001630914231,852.8,848.3,1701.1,326.7485612,308.0425836,559.4752402,0.3288902711
i-0d1c421d52c368b29,27,21,7.783998383,0.006088569686,0.0007821905126,5.15537813,0.09625677737,0.01867113817,157299.6667,302.0700802,0.001920347872,1575.8,1251.8,2827.6,784.2472399,505.5977321,1075.871967,0.3804894493
i-0dcfa6d3bc470d28d,27,21,7.784290658,0.00654620633,0.0008409509122,5.182571941,0.05555061867,0.01071873566,160267,94.31860898,0.0005885092313,820.7,743.2,1563.9,159.7394058,79.13532713,179.4159971,0.1147234459
i-0f285214d5c41327e,27,21,7.78101431,0.006285134559,0.0008077526024,5.122698466,0.112346319,0.02193108178,163105,348.9355241,0.002139330641,2127.8,1629,3756.8,907.1736083,699.5149113,883.3749424,0.2351402636
i-0009b7735dea24732,28,20,7.784567647,0.004293784626,0.0005515765063,5.104542308,0.01535528215,0.003008160424,167778.3333,230.0094201,0.001370912534,744.3,773,1517.3,141.3538114,213.6783668,322.2142317,0.2123602661
i-002f7e27ea3e0bc1c,28,20,7.785772138,0.003773514722,0.0004846680143,5.291577206,0.1398738365,0.02643329788,161398.3333,333.0950815,0.002063807442,1514.8,1189.7,2704.5,808.0285749,398.5813872,985.9157334,0.364546398
i-007e12c9530b8cdea,28,20,7.781437,0.004741251595,0.0006093028312,5.184327258,0.06155833488,0.01187392921,160136.6667,518.1180689,0.003235474296,1376,1105.1,2481.1,745.9688704,361.6021294,881.7176986,0.3553737046
i-00ba7a56c944e5a25,28,20,7.782963859,0.005071739592,0.0006516462987,5.090947761,0.02522519524,0.004954911428,163026.6667,125.7789066,0.0007715235128,846.2,1112.4,1958.6,598.6514103,453.015624,904.7143441,0.4619188931
i-00d71d40b42658392,28,20,7.784909301,0.005941426267,0.000763197879,5.150851038,0.04588752337,0.008908726546,160734,152.6990504,0.0009500108902,1174.9,980.1,2155,750.8577983,424.3445796,1039.709254,0.4824636911
i-02ca0e36a4acaf9fc,28,20,7.780634642,0.005147433584,0.0006615698875,5.153778739,0.03742843448,0.007262328552,162798.6667,368.9028779,0.002266006752,732.6,1716.7,2449.3,34.01372272,1076.749228,1084.174345,0.4426466114
i-06b96f53253b4cc2e,28,20,7.783624093,0.005247856709,0.0006742176454,5.087646749,0.02790157514,0.005484180903,162055.3333,238.5169456,0.001471824103,1642.4,1186.7,2829.1,761.7055716,350.6907628,1066.827951,0.3770909305
i-0837f0f6a7a42ac68,28,20,7.782973237,0.007209701821,0.0009263428772,5.151775546,0.1500730239,0.02913034984,165340,400.0862407,0.002419778884,715.9,489.8,1205.7,210.0441488,131.5757492,239.1489773,0.1983486583
i-084caea7d9c000ba9,28,20,7.781907002,0.003947267235,0.0005072364953,5.147593286,0.05775700803,0.01122019647,159644.6667,418.8846301,0.002623856085,2864.2,1480.8,4345,1786.280916,817.0186724,1982.719569,0.4563221102
i-08559b79281547ef2,28,20,7.78165661,0.003796277067,0.0004878494718,5.06489065,0.0269645471,0.00532381624,161274.6667,147.4087288,0.0009140228399,833.3,724.7,1558,329.8306131,195.9376602,456.2711182,0.2928569437
i-08e70b514c8c3cd5a,28,20,7.781763342,0.005459553508,0.0007015830819,5.176681731,0.04319771249,0.00834467227,163543.6667,533.7605581,0.003263718913,744.7,1454,2198.7,181.0488271,1200.34134,1148.151272,0.5221955121
i-08ff78a502245298a,28,20,7.783133056,0.006762903077,0.0008689178288,5.151263078,0.01477889235,0.002868984194,165569.3333,230.3070414,0.001391000597,1333.4,1182.6,2516,532.6510636,337.4812587,675.7267692,0.2685718479
i-0b138e3642a677559,28,20,7.78807746,0.005588876291,0.0007176195049,5.163483381,0.04953845262,0.009593998656,159974.6667,132.1526895,0.000826085106,795.2,1033.3,1828.5,241.9966942,374.9977926,448.3350062,0.2451927844
i-0ba417327f988ba2b,28,20,7.784814517,0.004042124293,0.0005192319334,5.123468505,0.07609639106,0.01485251466,159893.6667,150.7658228,0.000942913037,1278.1,1161.3,2439.4,614.475829,235.1737183,654.5079916,0.2683069573
i-0c3e9f9e7b281edfe,28,20,7.78250085,0.005094847645,0.0006546542999,5.098089298,0.05844683123,0.01146445812,168492,401.6055279,0.00238352876,2880.6,2004.5,4885.1,1735.633167,1065.280062,2357.937067,0.4826793856
i-0cc4b604b837f69d9,28,20,7.780080504,0.005692390203,0.000731662121,5.1150376,0.01546752637,0.003023932096,159593.3333,309.7326804,0.001940762023,800.5,797.1,1597.6,481.3977912,159.5552499,459.0916636,0.2873633347
i-0d136c81f43ce8a29,28,20,7.783766137,0.005693735841,0.0007314885546,5.18966945,0.05277028047,0.01016833172,163019.6667,340.0798926,0.002086128009,1057.8,940.1,1997.9,461.0689994,293.5175369,633.3290263,0.3169973604
