instanceID,bandwidthUpload,bandwitdhDownload,total,setId,tenants,stdUp,stdDown,stdTotal
i-0c3e9f9e7b281edfe,744.4,796.9,1541.3,12,12,63.04002256062766,170.15512530237422,128.90396942427074
i-0cc4b604b837f69d9,3326.0,1921.0,5247.0,12,12,776.8626362205581,604.546662108614,1086.687627609701
i-0d44050a4e6a71d7c,752.2,836.4,1588.6,12,12,23.855118248851063,404.36512653238975,403.2741554382632
i-0ede59d8254436a40,751.7,1545.4,2297.1,12,12,22.647295644292726,791.4699685465716,799.1255568154203
i-002f7e27ea3e0bc1c,749.6,2448.5,3198.1,13,13,23.056452459127335,1252.4515736923504,1255.8121276687848
i-007e12c9530b8cdea,2499.0,2058.0,4557.0,13,13,537.4311325390652,1005.5048483224733,1330.7479100115092
i-00d71d40b42658392,2927.0,2637.0,5564.0,13,13,750.6449079143732,1140.9552527986752,1105.9455481874122
i-02ca0e36a4acaf9fc,3998.0,1963.0,5961.0,13,13,991.3492489195386,713.3029588548691,1203.9329069530597
i-067b2519b614c8f9d,3611.0,2226.0,5837.0,13,13,994.0763440389162,819.7587721058217,1360.1801351291672
i-06b96f53253b4cc2e,744.2,834.3,1578.5,13,13,1.1352924243950764,379.64897529750357,378.73216863049214
i-07be1c77f6fdf8eda,751.3,1733.1,2484.4,13,13,33.66188084795949,1160.8826574828502,1146.5144472608174
i-08559b79281547ef2,3083.0,2211.0,5294.0,13,13,705.9438126838896,1151.8723887653528,1522.995586190438
i-095d06d26dd29ecec,749.6,1217.1,1966.7,13,13,17.037214169771623,605.9419572496655,599.1104609706331
i-0c3e9f9e7b281edfe,751.3,743.1,1494.4,13,13,38.514210941475156,113.45233947933085,128.61242379939648
i-0cc4b604b837f69d9,3187.0,1885.0,5072.0,13,13,974.360759107677,655.2734798031531,1137.8810717000847
i-0d44050a4e6a71d7c,744.4,764.0,1508.4,13,13,1.2649110640673478,383.58021035733555,382.66236931384935
i-0ede59d8254436a40,751.2,1428.6,2179.8,13,13,22.84634665664415,1167.4913466250807,1173.8197665929997
i-002f7e27ea3e0bc1c,744.4,1123.7,1868.1,14,14,1.0749676997731508,731.2780364995701,730.2117577190271
i-007e12c9530b8cdea,2127.1,1545.1,3672.2,14,14,783.9671832700934,486.3095607623697,1078.744311173361
i-00d71d40b42658392,3235.0,1723.0,4958.0,14,14,996.9091120948677,537.4848835083643,1378.1452914857869
i-01f539b055c2a5d34,2565.0,1798.0,4363.0,14,14,766.8876493115968,1056.470013246419,1282.0994067890715
i-02ca0e36a4acaf9fc,1879.7,2890.0,4769.7,14,14,881.5602393231875,1581.0826108152041,2043.6469607052977
i-067b2519b614c8f9d,2630.2,1767.6,4397.8,14,14,1034.8313657575109,495.6161597221965,1337.6036449976918
i-06b96f53253b4cc2e,751.8,773.3,1525.1,14,14,23.98518060988678,348.16057917129115,344.7702777857227
i-07be1c77f6fdf8eda,821.2,1194.9,2016.1,14,14,235.16887549163474,625.3616642480662,722.8178578006741
i-08559b79281547ef2,3914.0,2377.0,6291.0,14,14,1100.2343184774575,1017.3500435499627,1545.3259275059816
i-095d06d26dd29ecec,752.5,973.0,1725.5,14,14,28.265605325986627,474.48053466689,492.21793953491783
i-0c3e9f9e7b281edfe,745.0,785.9,1530.9,14,14,1.8856180831641287,163.58242910261208,165.0410386674915
i-0cc4b604b837f69d9,2710.0,2220.0,4930.0,14,14,200.22209890241612,1044.3073196036585,979.3081458072552
i-0d44050a4e6a71d7c,753.4,755.7,1509.1,14,14,25.171412356083618,529.9427746884039,543.1282741878039
i-0ede59d8254436a40,742.0,2590.3,3332.3,14,14,2.160246899469276,1454.091396332737,1451.9667925495635
i-002f7e27ea3e0bc1c,743.5,1722.7,2466.2,15,15,2.2236106773543884,1344.0570465737103,1341.8781862250637
i-007e12c9530b8cdea,2661.0,1865.0,4526.0,15,15,1114.1259653498194,695.9605672098895,1697.3914627385686
i-00d71d40b42658392,2544.0,1504.0,4048.0,15,15,822.0462274106001,386.2699113889722,973.4680272099337
i-01f539b055c2a5d34,2143.3,1552.7,3696.0,15,15,879.3128693600602,415.6831191611653,1063.1156516997053
i-02ca0e36a4acaf9fc,751.4,1493.6,2245.0,15,15,21.30831866770451,1192.6716228702685,1211.9110711782628
i-067b2519b614c8f9d,2193.0,1852.0,4045.0,15,15,311.69964174933966,776.6423458280738,698.176195526602
i-06b96f53253b4cc2e,752.0,676.8,1428.8,15,15,22.524061208701543,276.5095135996429,269.3245873167419
i-07be1c77f6fdf8eda,744.6,790.2,1534.8,15,15,37.7747711221833,185.82955153102594,186.2034729357466
i-08559b79281547ef2,3468.0,2881.2,6349.2,15,15,1403.7236195205949,1492.5760579913135,2273.6191804648765
i-095d06d26dd29ecec,744.3,1016.7,1761.0,15,15,52.37694573421062,506.672160057939,525.5445852742763
i-0c3e9f9e7b281edfe,817.6,832.3,1649.9,15,15,219.52838338381463,215.2306514726314,345.27652364123713
i-0cc4b604b837f69d9,2631.8,1449.7,4081.5,15,15,1070.0597906451562,388.5540288471261,1214.8023387457824
i-0d44050a4e6a71d7c,836.2,670.4,1506.6,15,15,264.6724600541414,241.54281884033176,344.8733100719742
i-0d6feb91baa545931,2772.0,1893.0,4665.0,15,15,1308.7211739370273,964.2619515002712,1941.4499163712098
i-0ede59d8254436a40,747.9,904.6,1652.5,15,15,35.0727814693959,456.6557662932648,470.8428022646671
i-002f7e27ea3e0bc1c,753.1,1500.4,2253.5,16,16,24.066805170423244,1005.3773420959914,996.6450666555717
i-007e12c9530b8cdea,1750.0,1423.2,3173.2,16,16,635.0503042191925,487.3364796980054,1006.7854013862362
i-00d71d40b42658392,2261.0,1816.6,4077.6,16,16,907.7866856628085,813.8304764780221,1620.9050421155323
i-01f539b055c2a5d34,2790.0,1557.0,4347.0,16,16,893.5571858837264,320.52214345415274,927.2665923742392
i-02ca0e36a4acaf9fc,751.6,1499.6,2251.2,16,16,88.69823999256005,1212.7280724786483,1210.7612664949454
i-067b2519b614c8f9d,1639.7,1581.9,3221.6,16,16,712.06273912096,809.4083504497454,936.2378852502059
i-06b96f53253b4cc2e,752.8,775.4,1528.2,16,16,24.33926868252208,671.8647681391446,693.4337747759334
i-07be1c77f6fdf8eda,753.1,751.2,1504.3,16,16,80.4037727141374,211.1885939680982,276.38059507377386
i-08559b79281547ef2,917.4,1530.3,2447.7,16,16,435.1176596942231,976.0364348845909,1025.284139478743
i-095d06d26dd29ecec,756.7,1343.1,2099.8,16,16,81.51898211118959,583.7416570900368,582.1129710899004
i-0aecb3d1daeccc874,3341.0,2482.0,5823.0,16,16,918.7969186810423,818.3968067712223,1482.250915930828
i-0c3e9f9e7b281edfe,780.4,813.0,1593.4,16,16,108.09892588632775,205.28570876274418,300.2640319600216
i-0cc4b604b837f69d9,2299.8,1699.8,3999.6,16,16,845.2667954885934,918.5497990492041,1256.2543266923833
i-0d44050a4e6a71d7c,753.6,808.4,1562.0,16,16,26.50869878193027,437.80898929911325,451.7371408733672
i-0d6feb91baa545931,3496.0,2152.0,5648.0,16,16,1332.4513749727105,1200.0166665509275,1566.5872320287676
i-0ede59d8254436a40,751.7,744.4,1496.1,16,16,36.66075709953507,20.630075133164205,47.67587323677346
i-002f7e27ea3e0bc1c,769.1,1070.8,1839.9,17,17,79.11377180294775,496.90884475927777,487.2889742693184
i-007e12c9530b8cdea,2100.5,1302.5,3403.0,17,17,720.7806339117486,392.1295845904911,1050.8736048323476
i-00d71d40b42658392,2240.1,1303.7,3543.8,17,17,1053.148765475335,307.0997123628307,1151.517819614134
i-01f539b055c2a5d34,1672.8,1492.7,3165.5,17,17,675.3184927622423,699.7231277838082,1050.385987255267
