python3 distribute_work.py -b sysbench -s -c 5 -n 10 -d 2,,,,,,,,
experimentID,setId,instanceID,instanceType,wallTime,testOption,per-request-avg-time,total-time,thread-num
1573168503-2,2,i-0ef05e5edd1602491,m5d.large,9.08130312,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.86ms,9.0280s,2
1573168503-2,2,i-0ef05e5edd1602491,m5d.large,9.084453583,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.11ms,9.0219s,2
1573168503-2,2,i-0ef05e5edd1602491,m5d.large,9.092664242,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.91ms,9.0447s,2
1573168503-2,2,i-0ef05e5edd1602491,m5d.large,9.068289042,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.23ms,9.0251s,2
1573168503-2,2,i-0ef05e5edd1602491,m5d.large,9.059081078,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.45ms,9.0180s,2
1573168503-2,2,i-0ef05e5edd1602491,m5d.large,9.063803911,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.29ms,9.0244s,2
1573168503-2,2,i-0ef05e5edd1602491,m5d.large,9.06115365,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.39ms,9.0232s,2
1573168503-2,2,i-0ef05e5edd1602491,m5d.large,9.059882879,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.32ms,9.0247s,2
1573168503-2,2,i-0ef05e5edd1602491,m5d.large,9.058987379,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.68ms,9.0249s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.05415082,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.78ms,9.0208s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.047434568,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.12ms,9.0219s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.049086809,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.74ms,9.0252s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.042052507,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.09ms,9.0199s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.043040752,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.04ms,9.0205s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.052190781,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.92ms,9.0297s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.046092272,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.24ms,9.0227s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.045296907,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.08ms,9.0226s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.049527407,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.62ms,9.0271s,2
1573168503-2,2,i-0f18a6b066911e9b9,m5d.large,9.045576572,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.12ms,9.0226s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.055886507,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.24ms,9.0229s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.046056747,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.65ms,9.0201s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.041458845,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.73ms,9.0192s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.054608822,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.73ms,9.0338s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.042993069,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.59ms,9.0202s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.043242216,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.56ms,9.0205s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.061999083,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.07ms,9.0397s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.046067953,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.75ms,9.0237s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.046162605,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.79ms,9.0200s,2
1573168503-2,2,i-0f3341acfe522b912,m5d.large,9.04237318,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.59ms,9.0204s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.049520969,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.62ms,9.0169s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.061377525,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0148s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.103777409,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.59ms,9.0399s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.056890965,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.98ms,9.0209s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.03967452,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.79ms,9.0172s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.055186033,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.56ms,9.0189s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.040440321,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.03ms,9.0186s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.040113449,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.86ms,9.0183s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.040084362,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.81ms,9.0180s,2
1573168503-2,2,i-0f73a52eb10ace1e9,m5d.large,9.045078754,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.59ms,9.0235s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.05248189,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.52ms,9.0182s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.091712952,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1808.87ms,9.0668s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.041254044,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.76ms,9.0173s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.060995817,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.80ms,9.0372s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.040619612,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.28ms,9.0166s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.040060997,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.92ms,9.0161s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.047860146,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.86ms,9.0225s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.040568829,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.09ms,9.0161s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.04393816,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.73ms,9.0194s,2
1573168503-3,3,i-00425c78c8efcd2bd,m5d.large,9.044894457,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.47ms,9.0199s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.059952974,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.04ms,9.0229s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.051202536,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.57ms,9.0206s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.073698997,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.04ms,9.0492s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.068147659,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.52ms,9.0427s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.044217587,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.47ms,9.0209s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.038797379,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.67ms,9.0155s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.046923637,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.55ms,9.0236s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.03906846,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.84ms,9.0154s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.043389797,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.87ms,9.0205s,2
1573168503-3,3,i-0075416f1b54ff6bd,m5d.large,9.050522089,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.05ms,9.0271s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.043518066,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.04ms,9.0210s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.048141241,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.82ms,9.0241s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.05762434,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.68ms,9.0329s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.080451012,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1808.14ms,9.0564s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.042131424,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.72ms,9.0188s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.044520617,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.97ms,9.0206s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.041808367,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.58ms,9.0184s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.051255465,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.96ms,9.0270s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.060495615,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.46ms,9.0365s,2
1573168503-3,3,i-007f44f34c3333d9c,m5d.large,9.043141127,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.72ms,9.0187s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.049893618,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.64ms,9.0274s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.039059639,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.69ms,9.0166s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.062525988,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.50ms,9.0410s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.042574644,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.44ms,9.0198s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.04404521,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.44ms,9.0205s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.040682793,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.29ms,9.0174s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.040625095,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.00ms,9.0164s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.045711994,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.56ms,9.0205s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.047689438,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.91ms,9.0249s,2
1573168503-3,3,i-0168a97df13f7162a,m5d.large,9.040732622,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.78ms,9.0176s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.044846058,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.64ms,9.0208s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.064478636,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.44ms,9.0280s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.042026997,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.97ms,9.0179s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.105506182,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1810.72ms,9.0823s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.044272661,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.54ms,9.0202s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.039984941,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.00ms,9.0152s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.041669846,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.65ms,9.0191s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.043210506,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.78ms,9.0194s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.049257278,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.72ms,9.0236s,2
1573168503-3,3,i-01a4b33cbe8125a01,m5d.large,9.047776222,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.22ms,9.0235s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.0478127,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.85ms,9.0222s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.047929764,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.88ms,9.0248s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.078552485,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.47ms,9.0511s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.060675144,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.91ms,9.0381s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.048221827,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.27ms,9.0186s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.04187274,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.08ms,9.0204s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.046567917,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.02ms,9.0240s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.044797182,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.02ms,9.0223s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.044052839,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.06ms,9.0220s,2
1573168503-3,3,i-020be99b4686b1b6f,m5d.large,9.045299053,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.58ms,9.0241s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.055673122,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.54ms,9.0196s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.053532362,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.94ms,9.0153s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.089520454,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.87ms,9.0369s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.071909428,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.79ms,9.0169s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.065994263,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.76ms,9.0221s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.070501804,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.68ms,9.0192s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.0629704,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.17ms,9.0196s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.156646013,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.93ms,9.0170s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.060990095,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.38ms,9.0227s,2
1573168503-3,3,i-024c707b1450f4d53,m5d.large,9.055986404,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.66ms,9.0219s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.047516108,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.55ms,9.0193s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.04737711,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.75ms,9.0166s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.044892073,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.96ms,9.0217s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.06642437,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.44ms,9.0422s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.084364653,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1808.59ms,9.0607s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.038084269,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.68ms,9.0156s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.044026375,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.73ms,9.0210s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.038763523,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.69ms,9.0159s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.044748068,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.74ms,9.0204s,2
1573168503-3,3,i-0281a5a962880d98e,m5d.large,9.05537796,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.04ms,9.0316s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.053478241,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.74ms,9.0213s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.061184168,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.29ms,9.0244s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.063259125,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.04ms,9.0177s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.08973074,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.98ms,9.0343s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.072927952,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.19ms,9.0259s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.070518255,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.98ms,9.0159s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.067768335,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.72ms,9.0252s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.062193394,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.76ms,9.0177s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.071314812,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.74ms,9.0284s,2
1573168503-3,3,i-034ca80696bdf9e78,m5d.large,9.075262785,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.34ms,9.0307s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.061458349,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.41ms,9.0233s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.058608532,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.65ms,9.0200s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.06483078,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.30ms,9.0173s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.093971491,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.57ms,9.0406s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.060166597,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.01ms,9.0159s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.070277452,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.79ms,9.0197s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.063839436,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.68ms,9.0227s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.09313941,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.98ms,9.0522s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.065386772,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.66ms,9.0254s,2
1573168503-3,3,i-0352fef0691cda759,m5d.large,9.065043688,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.74ms,9.0196s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.053954601,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.74ms,9.0318s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.060214043,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.75ms,9.0347s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.079789877,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.16ms,9.0556s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.058295727,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.75ms,9.0355s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.037780046,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.72ms,9.0153s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.03834033,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.70ms,9.0153s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.043531895,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.70ms,9.0213s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.039431095,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.73ms,9.0157s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.04579854,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.53ms,9.0229s,2
1573168503-3,3,i-03ce6d0f6fcb281f4,m5d.large,9.04538846,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.48ms,9.0227s,2
1573168503-3,3,i-040800b05979b298d,m5d.large,9.045145035,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.79ms,9.0209s,2
1573168503-3,3,i-040800b05979b298d,m5d.large,9.053730249,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.19ms,9.0257s,2
1573168503-3,3,i-040800b05979b298d,m5d.large,9.038910627,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.14ms,9.0159s,2
1573168503-3,3,i-040800b05979b298d,m5d.large,9.057456493,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.95ms,9.0346s,2
1573168503-3,3,i-040800b05979b298d,m5d.large,9.044326305,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.66ms,9.0207s,2
1573168503-3,3,i-040800b05979b298d,m5d.large,9.049901247,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.16ms,9.0260s,2
1573168503-3,3,i-040800b05979b298d,m5d.large,9.049290657,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.55ms,9.0247s,2
1573168503-3,3,i-040800b05979b298d,m5d.large,9.071486712,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.10ms,9.0481s,2
1573168503-3,3,i-040800b05979b298d,m5d.large,9.045358181,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.23ms,9.0220s,2
