setId,tenants,wallTime,std,normalized
47.0,1,5.917174975000001,0.1218225390572382,1.0
46.0,2,4.582141955666667,0.12479698202716566,0.7743799997509226
45.0,3,4.767568667666667,0.1314077307443035,0.8057170335184597
44.0,4,4.928870678,0.10909220335060185,0.8329770031855445
43.0,5,4.761841853666668,0.09215992909935096,0.8047492044405307
42.0,6,4.821251551333333,0.09648976594869177,0.8147894175350683
41.0,7,4.876717249666666,0.16635488213463723,0.8241630964557821
40.0,8,4.861479282666667,0.13095472490789914,0.8215878866530673
39.0,9,4.878795941666667,0.13684414570430112,0.824514394500674
38.0,10,4.828549305666667,0.021496086778506247,0.8160227348468204
37.0,11,4.8329115709999995,0.011084602556850936,0.8167599557929245
36.0,12,4.941408157333334,0.22812474343173023,0.8350958317458465
35.0,13,4.824980735666667,0.04009852181514751,0.8154196480672209
34.0,14,4.825440407,0.02812114993967362,0.8154973323228454
33.0,15,4.838193893333333,0.023884159537598544,0.8176526659723008
32.0,16,4.850455284333333,0.06418929743645048,0.8197248357242186
31.0,17,4.824832995666667,0.019793852738721862,0.8153946800714079
30.0,18,4.860526244,0.07052599173267295,0.8214268235324576
29.0,19,5.145899852333334,0.3687291152198698,0.8696548393574136
28.0,20,5.008924007333333,0.15556408160884624,0.8465059810629197
27.0,21,4.890060027333333,0.08193369011286267,0.8264180200845476
26.0,22,5.334639946333334,0.2025597559244185,0.9015518332434191
25.0,23,5.3972867330000005,0.2409270388354936,0.9121391129725718
24.0,24,5.180473327666667,0.054001283943288514,0.8754977416679598
23.0,25,5.182360410666667,0.04121977121686916,0.875816657875098
22.0,26,5.351279576666667,0.11175889256126116,0.9043639235405011
21.0,27,5.1995191573333335,0.08388912865156314,0.8787164786069779
20.0,28,5.16381526,0.028434283511568764,0.8726825354695548
19.0,29,5.665151278333333,0.1146386041523985,0.9574081047575126
18.0,30,5.747930209000001,0.16988258226911657,0.971397708076057
17.0,31,5.631662289333334,0.07460319061111688,0.9517484801661341
16.0,32,5.686082124333333,0.03787750978022439,0.9609454086379002
15.0,33,5.978174368666667,0.10403025857093072,1.0103088710278787
14.0,34,5.772803624333332,0.09028898077755193,0.9756013044608896
13.0,35,5.748892307333333,0.02816021370332938,0.971560302276397
12.0,36,5.911665280333334,0.14764877753618963,0.9990688639950744
11.0,37,5.860721905999999,0.1472733713702654,0.990459455865592
10.0,38,5.8165966670000016,0.06593267125277773,0.9830023096452375
9.0,39,5.8788119949999995,0.10143270587714484,0.9935166730471746
8.0,40,5.8689788976666675,0.09650416792400869,0.9918548838699276
7.0,41,5.837284803333333,0.06170561487022138,0.9864985956974057
6.0,42,5.927811305,0.09411059087980386,1.0017975351489414
5.0,43,5.744810343,0.03959623351814419,0.9708704520775134
4.0,44,5.775076786333334,0.10297747694300333,0.9759854678512921
3.0,45,5.791194200333333,0.029669366657934675,0.9787093038149226
2.0,46,5.839860837,0.11275457077289626,0.9869339442678893
1.0,47,5.761957247999999,0.038515639336487946,0.9737682715728714
0.0,48,6.001129071,0.3526851438864937,1.0141882057493152
