11/11/2019,python3 distribute_work.py -b pgbench -s -c 10 -n 3 -g m5d -d 4,,,,,,,,,,,
instanceID,experimentID,setId,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions,mountPoint
i-0199616cf85088f42,1573493686-11,11,m5d.large,60.15994024,10,10,1,TPC-B (sort of),simple,60 s,139384,data_directory = '/var/lib/postgresql/9.5/main'
i-0199616cf85088f42,1573493686-11,11,m5d.large,60.19608927,10,10,1,TPC-B (sort of),simple,60 s,139503,data_directory = '/var/lib/postgresql/9.5/main'
i-019ac8b730dd68817,1573493686-11,11,m5d.large,60.29815245,10,10,1,TPC-B (sort of),simple,60 s,132357,data_directory = '/var/lib/postgresql/9.5/main'
i-019ac8b730dd68817,1573493686-11,11,m5d.large,60.28066516,10,10,1,TPC-B (sort of),simple,60 s,132239,data_directory = '/var/lib/postgresql/9.5/main'
i-019ac8b730dd68817,1573493686-11,11,m5d.large,60.25549865,10,10,1,TPC-B (sort of),simple,60 s,132366,data_directory = '/var/lib/postgresql/9.5/main'
i-0298f0b8d95554c11,1573493686-11,11,m5d.large,60.26075172,10,10,1,TPC-B (sort of),simple,60 s,135578,data_directory = '/var/lib/postgresql/9.5/main'
i-0298f0b8d95554c11,1573493686-11,11,m5d.large,60.26049399,10,10,1,TPC-B (sort of),simple,60 s,136148,data_directory = '/var/lib/postgresql/9.5/main'
i-0298f0b8d95554c11,1573493686-11,11,m5d.large,60.26552415,10,10,1,TPC-B (sort of),simple,60 s,135504,data_directory = '/var/lib/postgresql/9.5/main'
i-02b3ea9678581126f,1573493686-11,11,m5d.large,60.3298409,10,10,1,TPC-B (sort of),simple,60 s,140651,data_directory = '/var/lib/postgresql/9.5/main'
i-02b3ea9678581126f,1573493686-11,11,m5d.large,60.27289104,10,10,1,TPC-B (sort of),simple,60 s,140382,data_directory = '/var/lib/postgresql/9.5/main'
i-02b3ea9678581126f,1573493686-11,11,m5d.large,60.23768616,10,10,1,TPC-B (sort of),simple,60 s,140233,data_directory = '/var/lib/postgresql/9.5/main'
i-0406de69ef10bcf2f,1573493686-11,11,m5d.large,60.25282121,10,10,1,TPC-B (sort of),simple,60 s,138641,data_directory = '/var/lib/postgresql/9.5/main'
i-0406de69ef10bcf2f,1573493686-11,11,m5d.large,60.3908267,10,10,1,TPC-B (sort of),simple,60 s,138631,data_directory = '/var/lib/postgresql/9.5/main'
i-0406de69ef10bcf2f,1573493686-11,11,m5d.large,60.24795699,10,10,1,TPC-B (sort of),simple,60 s,137888,data_directory = '/var/lib/postgresql/9.5/main'
i-04a34adb2ad7935a0,1573493686-11,11,m5d.large,60.25331712,10,10,1,TPC-B (sort of),simple,60 s,134077,data_directory = '/var/lib/postgresql/9.5/main'
i-04a34adb2ad7935a0,1573493686-11,11,m5d.large,60.25927758,10,10,1,TPC-B (sort of),simple,60 s,134113,data_directory = '/var/lib/postgresql/9.5/main'
i-04a34adb2ad7935a0,1573493686-11,11,m5d.large,60.28293204,10,10,1,TPC-B (sort of),simple,60 s,133792,data_directory = '/var/lib/postgresql/9.5/main'
i-04b26a678509595cc,1573493686-11,11,m5d.large,60.19263291,10,10,1,TPC-B (sort of),simple,60 s,134610,data_directory = '/var/lib/postgresql/9.5/main'
i-04b26a678509595cc,1573493686-11,11,m5d.large,60.21627545,10,10,1,TPC-B (sort of),simple,60 s,134533,data_directory = '/var/lib/postgresql/9.5/main'
i-04b26a678509595cc,1573493686-11,11,m5d.large,60.20535326,10,10,1,TPC-B (sort of),simple,60 s,135000,data_directory = '/var/lib/postgresql/9.5/main'
i-04bee411b1aa7182a,1573493686-11,11,m5d.large,60.23935366,10,10,1,TPC-B (sort of),simple,60 s,139460,data_directory = '/var/lib/postgresql/9.5/main'
i-04bee411b1aa7182a,1573493686-11,11,m5d.large,60.22922087,10,10,1,TPC-B (sort of),simple,60 s,139871,data_directory = '/var/lib/postgresql/9.5/main'
i-04bee411b1aa7182a,1573493686-11,11,m5d.large,60.2948699,10,10,1,TPC-B (sort of),simple,60 s,139309,data_directory = '/var/lib/postgresql/9.5/main'
i-053d832f5290f4679,1573493686-11,11,m5d.large,60.23588657,10,10,1,TPC-B (sort of),simple,60 s,134174,data_directory = '/var/lib/postgresql/9.5/main'
i-053d832f5290f4679,1573493686-11,11,m5d.large,60.2871933,10,10,1,TPC-B (sort of),simple,60 s,133150,data_directory = '/var/lib/postgresql/9.5/main'
i-053d832f5290f4679,1573493686-11,11,m5d.large,60.31682444,10,10,1,TPC-B (sort of),simple,60 s,133745,data_directory = '/var/lib/postgresql/9.5/main'
i-0584ca6269a2927b7,1573493686-11,11,m5d.large,60.42354035,10,10,1,TPC-B (sort of),simple,60 s,140000,data_directory = '/var/lib/postgresql/9.5/main'
i-0584ca6269a2927b7,1573493686-11,11,m5d.large,60.28863072,10,10,1,TPC-B (sort of),simple,60 s,139753,data_directory = '/var/lib/postgresql/9.5/main'
i-0584ca6269a2927b7,1573493686-11,11,m5d.large,60.2927196,10,10,1,TPC-B (sort of),simple,60 s,139390,data_directory = '/var/lib/postgresql/9.5/main'
i-05ab28efb10ffba0e,1573493686-11,11,m5d.large,60.39783573,10,10,1,TPC-B (sort of),simple,60 s,137413,data_directory = '/var/lib/postgresql/9.5/main'
i-05ab28efb10ffba0e,1573493686-11,11,m5d.large,60.24026203,10,10,1,TPC-B (sort of),simple,60 s,138002,data_directory = '/var/lib/postgresql/9.5/main'
i-05ab28efb10ffba0e,1573493686-11,11,m5d.large,60.22295547,10,10,1,TPC-B (sort of),simple,60 s,137325,data_directory = '/var/lib/postgresql/9.5/main'
i-063481688372009fc,1573493686-11,11,m5d.large,60.24385905,10,10,1,TPC-B (sort of),simple,60 s,136164,data_directory = '/var/lib/postgresql/9.5/main'
i-063481688372009fc,1573493686-11,11,m5d.large,60.24907112,10,10,1,TPC-B (sort of),simple,60 s,135853,data_directory = '/var/lib/postgresql/9.5/main'
i-063481688372009fc,1573493686-11,11,m5d.large,60.25391078,10,10,1,TPC-B (sort of),simple,60 s,135558,data_directory = '/var/lib/postgresql/9.5/main'
i-0645c1eba4dd8ef9d,1573493686-11,11,m5d.large,60.23707986,10,10,1,TPC-B (sort of),simple,60 s,133508,data_directory = '/var/lib/postgresql/9.5/main'
i-0645c1eba4dd8ef9d,1573493686-11,11,m5d.large,60.21724868,10,10,1,TPC-B (sort of),simple,60 s,133572,data_directory = '/var/lib/postgresql/9.5/main'
i-0645c1eba4dd8ef9d,1573493686-11,11,m5d.large,60.24446964,10,10,1,TPC-B (sort of),simple,60 s,132833,data_directory = '/var/lib/postgresql/9.5/main'
i-06927687233d3ce81,1573493686-11,11,m5d.large,60.25041461,10,10,1,TPC-B (sort of),simple,60 s,138255,data_directory = '/var/lib/postgresql/9.5/main'
i-06927687233d3ce81,1573493686-11,11,m5d.large,60.44056964,10,10,1,TPC-B (sort of),simple,60 s,137755,data_directory = '/var/lib/postgresql/9.5/main'
i-06927687233d3ce81,1573493686-11,11,m5d.large,60.27548456,10,10,1,TPC-B (sort of),simple,60 s,138325,data_directory = '/var/lib/postgresql/9.5/main'
i-070a809e2a5831c4b,1573493686-11,11,m5d.large,60.25048184,10,10,1,TPC-B (sort of),simple,60 s,133729,data_directory = '/var/lib/postgresql/9.5/main'
i-070a809e2a5831c4b,1573493686-11,11,m5d.large,60.25162697,10,10,1,TPC-B (sort of),simple,60 s,133576,data_directory = '/var/lib/postgresql/9.5/main'
i-070a809e2a5831c4b,1573493686-11,11,m5d.large,60.26818633,10,10,1,TPC-B (sort of),simple,60 s,133589,data_directory = '/var/lib/postgresql/9.5/main'
i-0794604aa899e9363,1573493686-11,11,m5d.large,60.2331264,10,10,1,TPC-B (sort of),simple,60 s,134241,data_directory = '/var/lib/postgresql/9.5/main'
i-0794604aa899e9363,1573493686-11,11,m5d.large,60.24269152,10,10,1,TPC-B (sort of),simple,60 s,134713,data_directory = '/var/lib/postgresql/9.5/main'
i-0794604aa899e9363,1573493686-11,11,m5d.large,60.25136256,10,10,1,TPC-B (sort of),simple,60 s,133789,data_directory = '/var/lib/postgresql/9.5/main'
i-0847a1fde1239b4f6,1573493686-11,11,m5d.large,60.18520045,10,10,1,TPC-B (sort of),simple,60 s,132920,data_directory = '/var/lib/postgresql/9.5/main'
i-0847a1fde1239b4f6,1573493686-11,11,m5d.large,60.16511965,10,10,1,TPC-B (sort of),simple,60 s,133534,data_directory = '/var/lib/postgresql/9.5/main'
i-0847a1fde1239b4f6,1573493686-11,11,m5d.large,60.14800501,10,10,1,TPC-B (sort of),simple,60 s,132794,data_directory = '/var/lib/postgresql/9.5/main'
i-099dd766270dcdfe0,1573493686-11,11,m5d.large,60.18006516,10,10,1,TPC-B (sort of),simple,60 s,139546,data_directory = '/var/lib/postgresql/9.5/main'
i-099dd766270dcdfe0,1573493686-11,11,m5d.large,60.15491819,10,10,1,TPC-B (sort of),simple,60 s,139825,data_directory = '/var/lib/postgresql/9.5/main'
i-099dd766270dcdfe0,1573493686-11,11,m5d.large,60.14779973,10,10,1,TPC-B (sort of),simple,60 s,139498,data_directory = '/var/lib/postgresql/9.5/main'
i-0a2a407c9df56cfd9,1573493686-11,11,m5d.large,60.20918941,10,10,1,TPC-B (sort of),simple,60 s,134604,data_directory = '/var/lib/postgresql/9.5/main'
i-0a2a407c9df56cfd9,1573493686-11,11,m5d.large,60.27375507,10,10,1,TPC-B (sort of),simple,60 s,134477,data_directory = '/var/lib/postgresql/9.5/main'
i-0a2a407c9df56cfd9,1573493686-11,11,m5d.large,60.24347544,10,10,1,TPC-B (sort of),simple,60 s,134388,data_directory = '/var/lib/postgresql/9.5/main'
i-0a8c72dc0a2983782,1573493686-11,11,m5d.large,60.26230836,10,10,1,TPC-B (sort of),simple,60 s,134005,data_directory = '/var/lib/postgresql/9.5/main'
i-0a8c72dc0a2983782,1573493686-11,11,m5d.large,60.2619257,10,10,1,TPC-B (sort of),simple,60 s,133730,data_directory = '/var/lib/postgresql/9.5/main'
i-0a8c72dc0a2983782,1573493686-11,11,m5d.large,60.25581622,10,10,1,TPC-B (sort of),simple,60 s,133712,data_directory = '/var/lib/postgresql/9.5/main'
i-0ba6ac65eda5fd2be,1573493686-11,11,m5d.large,60.2161212,10,10,1,TPC-B (sort of),simple,60 s,138785,data_directory = '/var/lib/postgresql/9.5/main'
i-0ba6ac65eda5fd2be,1573493686-11,11,m5d.large,60.16628933,10,10,1,TPC-B (sort of),simple,60 s,139008,data_directory = '/var/lib/postgresql/9.5/main'
i-0ba6ac65eda5fd2be,1573493686-11,11,m5d.large,60.15918612,10,10,1,TPC-B (sort of),simple,60 s,139105,data_directory = '/var/lib/postgresql/9.5/main'
i-0bab7b4ffcce0b983,1573493686-11,11,m5d.large,60.25869322,10,10,1,TPC-B (sort of),simple,60 s,134485,data_directory = '/var/lib/postgresql/9.5/main'
i-0bab7b4ffcce0b983,1573493686-11,11,m5d.large,60.48918796,10,10,1,TPC-B (sort of),simple,60 s,134337,data_directory = '/var/lib/postgresql/9.5/main'
i-0bab7b4ffcce0b983,1573493686-11,11,m5d.large,60.32894659,10,10,1,TPC-B (sort of),simple,60 s,134218,data_directory = '/var/lib/postgresql/9.5/main'
i-0ca30052d9ba02efb,1573493686-11,11,m5d.large,60.26444411,10,10,1,TPC-B (sort of),simple,60 s,133679,data_directory = '/var/lib/postgresql/9.5/main'
i-0ca30052d9ba02efb,1573493686-11,11,m5d.large,60.22616172,10,10,1,TPC-B (sort of),simple,60 s,133589,data_directory = '/var/lib/postgresql/9.5/main'
i-0ca30052d9ba02efb,1573493686-11,11,m5d.large,60.35312629,10,10,1,TPC-B (sort of),simple,60 s,133983,data_directory = '/var/lib/postgresql/9.5/main'
i-0d297fb82acbdb87a,1573493686-11,11,m5d.large,60.19254279,10,10,1,TPC-B (sort of),simple,60 s,134201,data_directory = '/var/lib/postgresql/9.5/main'
i-0d297fb82acbdb87a,1573493686-11,11,m5d.large,60.19850898,10,10,1,TPC-B (sort of),simple,60 s,134354,data_directory = '/var/lib/postgresql/9.5/main'
i-0d297fb82acbdb87a,1573493686-11,11,m5d.large,60.19129515,10,10,1,TPC-B (sort of),simple,60 s,134175,data_directory = '/var/lib/postgresql/9.5/main'
i-0de61ed9382a3fb50,1573493686-11,11,m5d.large,60.22588468,10,10,1,TPC-B (sort of),simple,60 s,135077,data_directory = '/var/lib/postgresql/9.5/main'
i-0de61ed9382a3fb50,1573493686-11,11,m5d.large,60.27161264,10,10,1,TPC-B (sort of),simple,60 s,135409,data_directory = '/var/lib/postgresql/9.5/main'
i-0de61ed9382a3fb50,1573493686-11,11,m5d.large,60.42488003,10,10,1,TPC-B (sort of),simple,60 s,135426,data_directory = '/var/lib/postgresql/9.5/main'
i-0ec63ff7c20b94289,1573493686-11,11,m5d.large,60.28232384,10,10,1,TPC-B (sort of),simple,60 s,137888,data_directory = '/var/lib/postgresql/9.5/main'
i-0ec63ff7c20b94289,1573493686-11,11,m5d.large,60.26565719,10,10,1,TPC-B (sort of),simple,60 s,138583,data_directory = '/var/lib/postgresql/9.5/main'
i-0ec63ff7c20b94289,1573493686-11,11,m5d.large,60.27742243,10,10,1,TPC-B (sort of),simple,60 s,138336,data_directory = '/var/lib/postgresql/9.5/main'
i-0f689a3a33498e83d,1573493686-11,11,m5d.large,60.32986403,10,10,1,TPC-B (sort of),simple,60 s,138370,data_directory = '/var/lib/postgresql/9.5/main'
i-0f689a3a33498e83d,1573493686-11,11,m5d.large,60.3884747,10,10,1,TPC-B (sort of),simple,60 s,138272,data_directory = '/var/lib/postgresql/9.5/main'
i-0f689a3a33498e83d,1573493686-11,11,m5d.large,60.31918192,10,10,1,TPC-B (sort of),simple,60 s,138177,data_directory = '/var/lib/postgresql/9.5/main'
i-0fa2929654e737097,1573493686-11,11,m5d.large,60.26618981,10,10,1,TPC-B (sort of),simple,60 s,138371,data_directory = '/var/lib/postgresql/9.5/main'
i-0fa2929654e737097,1573493686-11,11,m5d.large,60.29483962,10,10,1,TPC-B (sort of),simple,60 s,138459,data_directory = '/var/lib/postgresql/9.5/main'
i-0fa2929654e737097,1573493686-11,11,m5d.large,60.2425108,10,10,1,TPC-B (sort of),simple,60 s,138202,data_directory = '/var/lib/postgresql/9.5/main'
i-0fe43e68fee80f492,1573493686-11,11,m5d.large,60.34010506,10,10,1,TPC-B (sort of),simple,60 s,134942,data_directory = '/var/lib/postgresql/9.5/main'
i-0fe43e68fee80f492,1573493686-11,11,m5d.large,60.3880887,10,10,1,TPC-B (sort of),simple,60 s,134735,data_directory = '/var/lib/postgresql/9.5/main'
i-0fe43e68fee80f492,1573493686-11,11,m5d.large,60.32123637,10,10,1,TPC-B (sort of),simple,60 s,134289,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff3d0efdb7d26460,1573493686-11,11,m5d.large,60.18528748,10,10,1,TPC-B (sort of),simple,60 s,138459,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff3d0efdb7d26460,1573493686-11,11,m5d.large,60.19876218,10,10,1,TPC-B (sort of),simple,60 s,138658,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff3d0efdb7d26460,1573493686-11,11,m5d.large,60.20062447,10,10,1,TPC-B (sort of),simple,60 s,138306,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff5fc8fc2e90d33e,1573493686-11,11,m5d.large,60.2958653,10,10,1,TPC-B (sort of),simple,60 s,127866,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff5fc8fc2e90d33e,1573493686-11,11,m5d.large,60.26874638,10,10,1,TPC-B (sort of),simple,60 s,128480,data_directory = '/var/lib/postgresql/9.5/main'
i-0ff5fc8fc2e90d33e,1573493686-11,11,m5d.large,60.30058908,10,10,1,TPC-B (sort of),simple,60 s,128367,data_directory = '/var/lib/postgresql/9.5/main'
i-00201d4dd6e17aac2,1573493686-12,12,m5d.large,60.25936031,10,10,1,TPC-B (sort of),simple,60 s,150236,data_directory = '/var/lib/postgresql/9.5/main'
i-00201d4dd6e17aac2,1573493686-12,12,m5d.large,60.2969017,10,10,1,TPC-B (sort of),simple,60 s,150370,data_directory = '/var/lib/postgresql/9.5/main'
i-00201d4dd6e17aac2,1573493686-12,12,m5d.large,60.27095318,10,10,1,TPC-B (sort of),simple,60 s,149923,data_directory = '/var/lib/postgresql/9.5/main'
i-002280d80dc30f869,1573493686-12,12,m5d.large,60.21388841,10,10,1,TPC-B (sort of),simple,60 s,134311,data_directory = '/var/lib/postgresql/9.5/main'
i-002280d80dc30f869,1573493686-12,12,m5d.large,60.22012639,10,10,1,TPC-B (sort of),simple,60 s,134694,data_directory = '/var/lib/postgresql/9.5/main'
i-002280d80dc30f869,1573493686-12,12,m5d.large,60.22466063,10,10,1,TPC-B (sort of),simple,60 s,134794,data_directory = '/var/lib/postgresql/9.5/main'
i-0081b4ee38f64360d,1573493686-12,12,m5d.large,60.24061799,10,10,1,TPC-B (sort of),simple,60 s,134681,data_directory = '/var/lib/postgresql/9.5/main'
i-0081b4ee38f64360d,1573493686-12,12,m5d.large,60.31735516,10,10,1,TPC-B (sort of),simple,60 s,134181,data_directory = '/var/lib/postgresql/9.5/main'
i-0081b4ee38f64360d,1573493686-12,12,m5d.large,60.26836991,10,10,1,TPC-B (sort of),simple,60 s,133981,data_directory = '/var/lib/postgresql/9.5/main'
i-009bc0339c89f36be,1573493686-12,12,m5d.large,60.17861795,10,10,1,TPC-B (sort of),simple,60 s,135755,data_directory = '/var/lib/postgresql/9.5/main'
i-009bc0339c89f36be,1573493686-12,12,m5d.large,60.1926415,10,10,1,TPC-B (sort of),simple,60 s,135224,data_directory = '/var/lib/postgresql/9.5/main'
i-009bc0339c89f36be,1573493686-12,12,m5d.large,60.19479799,10,10,1,TPC-B (sort of),simple,60 s,134709,data_directory = '/var/lib/postgresql/9.5/main'
i-00f3dea44b5d24710,1573493686-12,12,m5d.large,60.27053285,10,10,1,TPC-B (sort of),simple,60 s,151889,data_directory = '/var/lib/postgresql/9.5/main'
i-00f3dea44b5d24710,1573493686-12,12,m5d.large,60.25311446,10,10,1,TPC-B (sort of),simple,60 s,151040,data_directory = '/var/lib/postgresql/9.5/main'
i-00f3dea44b5d24710,1573493686-12,12,m5d.large,60.23950005,10,10,1,TPC-B (sort of),simple,60 s,151430,data_directory = '/var/lib/postgresql/9.5/main'
i-00f67afb11e0bd948,1573493686-12,12,m5d.large,60.23156214,10,10,1,TPC-B (sort of),simple,60 s,150466,data_directory = '/var/lib/postgresql/9.5/main'
i-00f67afb11e0bd948,1573493686-12,12,m5d.large,60.21509743,10,10,1,TPC-B (sort of),simple,60 s,149910,data_directory = '/var/lib/postgresql/9.5/main'
i-00f67afb11e0bd948,1573493686-12,12,m5d.large,60.22201204,10,10,1,TPC-B (sort of),simple,60 s,150412,data_directory = '/var/lib/postgresql/9.5/main'
i-0199616cf85088f42,1573493686-12,12,m5d.large,60.17200065,10,10,1,TPC-B (sort of),simple,60 s,151179,data_directory = '/var/lib/postgresql/9.5/main'
i-0199616cf85088f42,1573493686-12,12,m5d.large,60.14430356,10,10,1,TPC-B (sort of),simple,60 s,150879,data_directory = '/var/lib/postgresql/9.5/main'
i-0199616cf85088f42,1573493686-12,12,m5d.large,60.14802146,10,10,1,TPC-B (sort of),simple,60 s,150844,data_directory = '/var/lib/postgresql/9.5/main'
i-019ac8b730dd68817,1573493686-12,12,m5d.large,60.22273231,10,10,1,TPC-B (sort of),simple,60 s,132736,data_directory = '/var/lib/postgresql/9.5/main'
i-019ac8b730dd68817,1573493686-12,12,m5d.large,60.2804563,10,10,1,TPC-B (sort of),simple,60 s,132602,data_directory = '/var/lib/postgresql/9.5/main'
i-019ac8b730dd68817,1573493686-12,12,m5d.large,60.25459075,10,10,1,TPC-B (sort of),simple,60 s,133067,data_directory = '/var/lib/postgresql/9.5/main'
i-0298f0b8d95554c11,1573493686-12,12,m5d.large,60.33215618,10,10,1,TPC-B (sort of),simple,60 s,135982,data_directory = '/var/lib/postgresql/9.5/main'
i-0298f0b8d95554c11,1573493686-12,12,m5d.large,60.33220148,10,10,1,TPC-B (sort of),simple,60 s,135248,data_directory = '/var/lib/postgresql/9.5/main'
i-0298f0b8d95554c11,1573493686-12,12,m5d.large,60.30778384,10,10,1,TPC-B (sort of),simple,60 s,135440,data_directory = '/var/lib/postgresql/9.5/main'
i-02b3ea9678581126f,1573493686-12,12,m5d.large,60.30542397,10,10,1,TPC-B (sort of),simple,60 s,152657,data_directory = '/var/lib/postgresql/9.5/main'
i-02b3ea9678581126f,1573493686-12,12,m5d.large,60.2465775,10,10,1,TPC-B (sort of),simple,60 s,152427,data_directory = '/var/lib/postgresql/9.5/main'
i-02b3ea9678581126f,1573493686-12,12,m5d.large,60.28183579,10,10,1,TPC-B (sort of),simple,60 s,152289,data_directory = '/var/lib/postgresql/9.5/main'
i-0406de69ef10bcf2f,1573493686-12,12,m5d.large,60.23342252,10,10,1,TPC-B (sort of),simple,60 s,149559,data_directory = '/var/lib/postgresql/9.5/main'
i-0406de69ef10bcf2f,1573493686-12,12,m5d.large,60.26895571,10,10,1,TPC-B (sort of),simple,60 s,149849,data_directory = '/var/lib/postgresql/9.5/main'
i-0406de69ef10bcf2f,1573493686-12,12,m5d.large,60.29372597,10,10,1,TPC-B (sort of),simple,60 s,149834,data_directory = '/var/lib/postgresql/9.5/main'
i-04a34adb2ad7935a0,1573493686-12,12,m5d.large,60.25788283,10,10,1,TPC-B (sort of),simple,60 s,134624,data_directory = '/var/lib/postgresql/9.5/main'
i-04a34adb2ad7935a0,1573493686-12,12,m5d.large,60.31976008,10,10,1,TPC-B (sort of),simple,60 s,134314,data_directory = '/var/lib/postgresql/9.5/main'
i-04a34adb2ad7935a0,1573493686-12,12,m5d.large,60.36551952,10,10,1,TPC-B (sort of),simple,60 s,133846,data_directory = '/var/lib/postgresql/9.5/main'
i-04b26a678509595cc,1573493686-12,12,m5d.large,60.18168426,10,10,1,TPC-B (sort of),simple,60 s,134978,data_directory = '/var/lib/postgresql/9.5/main'
i-04b26a678509595cc,1573493686-12,12,m5d.large,60.15105367,10,10,1,TPC-B (sort of),simple,60 s,134928,data_directory = '/var/lib/postgresql/9.5/main'
i-04b26a678509595cc,1573493686-12,12,m5d.large,60.1613183,10,10,1,TPC-B (sort of),simple,60 s,134741,data_directory = '/var/lib/postgresql/9.5/main'
i-04bee411b1aa7182a,1573493686-12,12,m5d.large,60.25949645,10,10,1,TPC-B (sort of),simple,60 s,151252,data_directory = '/var/lib/postgresql/9.5/main'
i-04bee411b1aa7182a,1573493686-12,12,m5d.large,60.33260393,10,10,1,TPC-B (sort of),simple,60 s,151480,data_directory = '/var/lib/postgresql/9.5/main'
i-04bee411b1aa7182a,1573493686-12,12,m5d.large,60.25022912,10,10,1,TPC-B (sort of),simple,60 s,151146,data_directory = '/var/lib/postgresql/9.5/main'
i-053d832f5290f4679,1573493686-12,12,m5d.large,60.22014213,10,10,1,TPC-B (sort of),simple,60 s,133936,data_directory = '/var/lib/postgresql/9.5/main'
i-053d832f5290f4679,1573493686-12,12,m5d.large,60.28525543,10,10,1,TPC-B (sort of),simple,60 s,133450,data_directory = '/var/lib/postgresql/9.5/main'
i-053d832f5290f4679,1573493686-12,12,m5d.large,60.25220585,10,10,1,TPC-B (sort of),simple,60 s,133627,data_directory = '/var/lib/postgresql/9.5/main'
i-0584ca6269a2927b7,1573493686-12,12,m5d.large,60.31833148,10,10,1,TPC-B (sort of),simple,60 s,151690,data_directory = '/var/lib/postgresql/9.5/main'
i-0584ca6269a2927b7,1573493686-12,12,m5d.large,60.21550751,10,10,1,TPC-B (sort of),simple,60 s,151171,data_directory = '/var/lib/postgresql/9.5/main'
i-0584ca6269a2927b7,1573493686-12,12,m5d.large,60.25859761,10,10,1,TPC-B (sort of),simple,60 s,151367,data_directory = '/var/lib/postgresql/9.5/main'
i-05ab28efb10ffba0e,1573493686-12,12,m5d.large,60.36868,10,10,1,TPC-B (sort of),simple,60 s,149750,data_directory = '/var/lib/postgresql/9.5/main'
i-05ab28efb10ffba0e,1573493686-12,12,m5d.large,60.33469105,10,10,1,TPC-B (sort of),simple,60 s,149422,data_directory = '/var/lib/postgresql/9.5/main'
i-05ab28efb10ffba0e,1573493686-12,12,m5d.large,60.22858477,10,10,1,TPC-B (sort of),simple,60 s,149437,data_directory = '/var/lib/postgresql/9.5/main'
i-063481688372009fc,1573493686-12,12,m5d.large,60.28002977,10,10,1,TPC-B (sort of),simple,60 s,136053,data_directory = '/var/lib/postgresql/9.5/main'
i-063481688372009fc,1573493686-12,12,m5d.large,60.34340501,10,10,1,TPC-B (sort of),simple,60 s,135412,data_directory = '/var/lib/postgresql/9.5/main'
i-063481688372009fc,1573493686-12,12,m5d.large,60.22411799,10,10,1,TPC-B (sort of),simple,60 s,135688,data_directory = '/var/lib/postgresql/9.5/main'
i-0645c1eba4dd8ef9d,1573493686-12,12,m5d.large,60.23362875,10,10,1,TPC-B (sort of),simple,60 s,133438,data_directory = '/var/lib/postgresql/9.5/main'
i-0645c1eba4dd8ef9d,1573493686-12,12,m5d.large,60.22399783,10,10,1,TPC-B (sort of),simple,60 s,132828,data_directory = '/var/lib/postgresql/9.5/main'
i-0645c1eba4dd8ef9d,1573493686-12,12,m5d.large,60.24227333,10,10,1,TPC-B (sort of),simple,60 s,132826,data_directory = '/var/lib/postgresql/9.5/main'
i-06927687233d3ce81,1573493686-12,12,m5d.large,60.31605077,10,10,1,TPC-B (sort of),simple,60 s,150054,data_directory = '/var/lib/postgresql/9.5/main'
i-06927687233d3ce81,1573493686-12,12,m5d.large,60.26740479,10,10,1,TPC-B (sort of),simple,60 s,148721,data_directory = '/var/lib/postgresql/9.5/main'
i-06927687233d3ce81,1573493686-12,12,m5d.large,60.26281834,10,10,1,TPC-B (sort of),simple,60 s,148981,data_directory = '/var/lib/postgresql/9.5/main'
i-070a809e2a5831c4b,1573493686-12,12,m5d.large,60.35811782,10,10,1,TPC-B (sort of),simple,60 s,133750,data_directory = '/var/lib/postgresql/9.5/main'
i-070a809e2a5831c4b,1573493686-12,12,m5d.large,60.36682987,10,10,1,TPC-B (sort of),simple,60 s,133595,data_directory = '/var/lib/postgresql/9.5/main'
i-070a809e2a5831c4b,1573493686-12,12,m5d.large,60.2597611,10,10,1,TPC-B (sort of),simple,60 s,133244,data_directory = '/var/lib/postgresql/9.5/main'
i-0794604aa899e9363,1573493686-12,12,m5d.large,60.22434855,10,10,1,TPC-B (sort of),simple,60 s,134528,data_directory = '/var/lib/postgresql/9.5/main'
i-0794604aa899e9363,1573493686-12,12,m5d.large,60.23955345,10,10,1,TPC-B (sort of),simple,60 s,134358,data_directory = '/var/lib/postgresql/9.5/main'
i-0794604aa899e9363,1573493686-12,12,m5d.large,60.2328558,10,10,1,TPC-B (sort of),simple,60 s,134213,data_directory = '/var/lib/postgresql/9.5/main'
i-0847a1fde1239b4f6,1573493686-12,12,m5d.large,60.18118405,10,10,1,TPC-B (sort of),simple,60 s,133191,data_directory = '/var/lib/postgresql/9.5/main'
i-0847a1fde1239b4f6,1573493686-12,12,m5d.large,60.18502331,10,10,1,TPC-B (sort of),simple,60 s,133151,data_directory = '/var/lib/postgresql/9.5/main'
i-0847a1fde1239b4f6,1573493686-12,12,m5d.large,60.14891553,10,10,1,TPC-B (sort of),simple,60 s,133161,data_directory = '/var/lib/postgresql/9.5/main'
i-099dd766270dcdfe0,1573493686-12,12,m5d.large,60.17826319,10,10,1,TPC-B (sort of),simple,60 s,151717,data_directory = '/var/lib/postgresql/9.5/main'
i-099dd766270dcdfe0,1573493686-12,12,m5d.large,60.14584875,10,10,1,TPC-B (sort of),simple,60 s,150789,data_directory = '/var/lib/postgresql/9.5/main'
