python3 distribute_work.py -b sysbench -c 5 -n 10 -d 2,,,,,,,,,,
experimentID,setId,instanceID,instanceType,wallTime,testOption,per-request-avg-time,total-time,thread-num,Standard deviation,Average
1571978908-0,0,i-062b6b41983765e64,m5d.large,9.038992643,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.79ms,9.0143s,2,,
1571978908-0,0,i-062b6b41983765e64,m5d.large,9.046390057,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.31ms,9.0217s,2,,
1571978908-0,0,i-062b6b41983765e64,m5d.large,9.089083195,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1809.14ms,9.0662s,2,,
1571978908-0,0,i-062b6b41983765e64,m5d.large,9.044610023,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.76ms,9.0195s,2,,
1571978908-0,0,i-062b6b41983765e64,m5d.large,9.054174423,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.16ms,9.0250s,2,,
1571978908-0,0,i-062b6b41983765e64,m5d.large,9.050334215,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.87ms,9.0170s,2,,
1571978908-0,0,i-062b6b41983765e64,m5d.large,9.056792974,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.74ms,9.0178s,2,,
1571978908-0,0,i-062b6b41983765e64,m5d.large,9.067189693,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.48ms,9.0176s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.174623728,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.49ms,9.0508s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.037194014,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.69ms,9.0155s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.036066055,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.48ms,9.0141s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.084162712,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1808.49ms,9.0629s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.037679672,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.74ms,9.0151s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.03740406,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.70ms,9.0146s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.053804398,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.26ms,9.0235s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.055007696,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.59ms,9.0227s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.061126232,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.59ms,9.0205s,2,,
1571978908-0,0,i-064ba764037e0814e,m5d.large,9.068302393,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.54ms,9.0184s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.134423494,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.95ms,9.0200s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.038968325,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.00ms,9.0179s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.078412533,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1809.20ms,9.0573s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.045457602,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.07ms,9.0249s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.044237137,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.12ms,9.0203s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.049028635,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.40ms,9.0279s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.056603193,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.24ms,9.0349s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.038850546,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.20ms,9.0175s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.053911448,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.75ms,9.0193s,2,,
1571978908-0,0,i-067b12c11c0f3fe4c,m5d.large,9.067188501,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.75ms,9.0215s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.174957514,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.20ms,9.0261s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.055359602,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.19ms,9.0314s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.043152332,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.83ms,9.0175s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.044238329,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.69ms,9.0189s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.095176458,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1809.80ms,9.0728s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.038617611,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.95ms,9.0150s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.041342258,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.02ms,9.0182s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.047618389,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.06ms,9.0255s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.046107292,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.77ms,9.0219s,2,,
1571978908-0,0,i-0721ed04cfe6d98ee,m5d.large,9.040015936,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.82ms,9.0183s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.119532824,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.55ms,9.0240s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.052797794,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1805.87ms,9.0321s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.036443949,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.12ms,9.0162s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.037936449,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.84ms,9.0191s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.089192152,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1810.43ms,9.0687s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.045228004,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.90ms,9.0233s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.039545536,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.50ms,9.0179s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.046474457,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.31ms,9.0250s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.040199995,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.23ms,9.0193s,2,,
1571978908-0,0,i-07348a99f0bf6e6df,m5d.large,9.043268204,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.27ms,9.0235s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.13543582,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.90ms,9.0178s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.038835526,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.48ms,9.0193s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.086040974,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.96ms,9.0652s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.038396597,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.77ms,9.0190s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.042510033,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.51ms,9.0229s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.046669245,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.21ms,9.0197s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.045234203,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.86ms,9.0244s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.040481806,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.82ms,9.0189s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.041117907,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.61ms,9.0212s,2,,
1571978908-0,0,i-07407fc712792c26f,m5d.large,9.042259693,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.49ms,9.0216s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.199676037,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.08ms,9.0256s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.055227518,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.34ms,9.0346s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.03953433,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.76ms,9.0179s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.038676262,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.79ms,9.0186s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.091124058,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1809.68ms,9.0668s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.042069197,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.72ms,9.0197s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.043487787,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.67ms,9.0218s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.051281929,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.98ms,9.0302s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.048167706,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.52ms,9.0266s,2,,
1571978908-0,0,i-079ca48d97222e4bd,m5d.large,9.038128376,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.75ms,9.0165s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.04660058,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.37ms,9.0192s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.038757324,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.44ms,9.0182s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.035743713,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.44ms,9.0174s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.100337267,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1811.49ms,9.0822s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.046810627,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.61ms,9.0278s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.040002584,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.16ms,9.0205s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.058744907,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.09ms,9.0406s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.045748234,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.07ms,9.0271s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.039881706,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.20ms,9.0220s,2,,
1571978908-0,0,i-08eaaeb6a2eb55434,m5d.large,9.046479464,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.82ms,9.0270s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.13398242,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.24ms,9.0167s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.06323719,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.58ms,9.0418s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.038413048,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.54ms,9.0172s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.039895535,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.75ms,9.0189s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.039527893,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.45ms,9.0196s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.111558914,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1811.19ms,9.0825s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.049933195,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.91ms,9.0197s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.053663254,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.27ms,9.0225s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.059145927,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.82ms,9.0211s,2,,
1571978908-0,0,i-08f01fc697fe5b21d,m5d.large,9.0621171,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.16ms,9.0159s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.192399979,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.11ms,9.0277s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.064798355,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.50ms,9.0448s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.038365364,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.69ms,9.0179s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.037042141,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.03ms,9.0153s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.087518692,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1809.45ms,9.0667s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.042789459,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.79ms,9.0189s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.041868925,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.78ms,9.0212s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.049683809,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.16ms,9.0237s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.05103302,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.37ms,9.0263s,2,,
1571978908-0,0,i-0908fc60844f45ce2,m5d.large,9.041481733,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.52ms,9.0222s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.069847107,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.51ms,9.0421s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.044731855,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.51ms,9.0242s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.03937459,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.61ms,9.0185s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.041623592,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.35ms,9.0202s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.082235336,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1808.52ms,9.0620s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.040387154,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.71ms,9.0187s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.043475628,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.45ms,9.0200s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.046641588,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.43ms,9.0209s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.048520088,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.52ms,9.0277s,2,,
1571978908-0,0,i-0936bc4464bb97bde,m5d.large,9.042828083,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.21ms,9.0229s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.109545708,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.66ms,9.0236s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.076375961,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.04ms,9.0520s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.039349079,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.76ms,9.0164s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.040953875,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.64ms,9.0160s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.040804625,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.53ms,9.0201s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.09241724,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1809.99ms,9.0687s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.03964591,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.05ms,9.0164s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.044403076,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.12ms,9.0221s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.050599575,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.45ms,9.0232s,2,,
1571978908-0,0,i-094073eb758430553,m5d.large,9.053132057,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.85ms,9.0321s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.194271088,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.03ms,9.0155s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.053539276,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1806.03ms,9.0313s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.044879675,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.78ms,9.0219s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.038615704,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.11ms,9.0157s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.049399137,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.40ms,9.0260s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.112314463,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1813.48ms,9.0868s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.044863939,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.12ms,9.0190s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.049109459,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.37ms,9.0223s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.045739889,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.75ms,9.0240s,2,,
1571978908-0,0,i-09fd3f66259f577d3,m5d.large,9.03908515,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.97ms,9.0183s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.084654093,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1807.13ms,9.0404s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.041896105,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.40ms,9.0186s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.043397665,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.05ms,9.0189s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.090461254,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1809.25ms,9.0670s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.047538996,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.02ms,9.0249s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.046462536,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.42ms,9.0179s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.06235075,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.68ms,9.0310s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.060044527,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.12ms,9.0278s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.06059885,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.19ms,9.0244s,2,,
1571978908-0,0,i-0aa8cb5e00b540739,m5d.large,9.078057051,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.33ms,9.0261s,2,,
1571978908-0,0,i-0ab94111e6e8caedd,m5d.large,9.144846916,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.88ms,9.0180s,2,,
1571978908-0,0,i-0ab94111e6e8caedd,m5d.large,9.056035757,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1804.98ms,9.0335s,2,,
1571978908-0,0,i-0ab94111e6e8caedd,m5d.large,9.037447929,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1802.72ms,9.0162s,2,,
1571978908-0,0,i-0ab94111e6e8caedd,m5d.large,9.034458399,--test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1803.04ms,9.0156s,2,,
