instanceID,setId,tenants,sysbench_wallTime,sysbench_std_wallTime,y_cruncher_wallTime,y_cruncher_std_wallTime,pgbench_transactions,pgbench_std_transactions,instanceID,iperf_bandwidthUpload,iperf_bandwitdhDownload,iperf_total,iperf_stdUp,iperf_stdDown,iperf_stdTotal
i-0e167bbfcd6a685f5,5,43,9.042508814,0.006762335,6.386467828,0.024023397,126828,167.9196236,i-0e167bbfcd6a685f5,608.8,731.3,1340.1,393.1222032,718.7094993,1102.069714
i-0ede59d8254436a40,5,43,9.041634374,0.005562955,6.340485334,0.078666416,128432.6667,450.7308879,i-0ede59d8254436a40,686.9,480.6,1167.5,338.3333169,97.43396624,428.0374464
i-0f285214d5c41327e,5,43,9.040659136,0.005869946,6.342424923,0.06189411,127800.3333,358.5977319,i-0f285214d5c41327e,517.9,576.9,1094.8,264.2248411,154.6001653,281.5582829
i-0f472084ac3992ad9,5,43,9.046340995,0.009305027,6.33657474,0.022469942,131369,250.0879845,i-0f472084ac3992ad9,614,559.9,1173.9,278.0611444,126.9299457,326.0778537
i-0009b7735dea24732,6,42,9.042478773,0.005232627,6.081109073,0.029323301,128788.3333,159.7070234,i-0009b7735dea24732,731.3,538.3,1269.6,234.9383134,104.8661051,332.3934081
i-002f7e27ea3e0bc1c,6,42,8.778206958,0.005727018,6.161455075,0.04622048,128963,563.9849289,i-002f7e27ea3e0bc1c,758.3,617.3,1375.6,356.4756654,184.4433367,426.6320819
i-007e12c9530b8cdea,6,42,9.042755392,0.005276995,6.180308051,0.058440417,128298,148.2936276,i-007e12c9530b8cdea,329.6,570.7,900.3,82.60373949,226.517132,248.2919652
i-008e6f72c7403b5d3,6,42,8.791826407,0.04690263,6.101172103,0.028360559,129392.6667,165.4700376,i-008e6f72c7403b5d3,761,694.8,1455.8,364.4828909,202.2571521,464.2060845
i-00ba7a56c944e5a25,6,42,8.777174499,0.005586531,6.396392372,0.117806336,128491,81.66394553,i-00ba7a56c944e5a25,779.6,627.8,1407.4,390.9462026,162.2630238,498.7707556
i-00d71d40b42658392,6,42,8.775434626,0.00707896,6.15030792,0.031554373,129847.3333,131.9482222,i-00d71d40b42658392,382.2,548.9,931.1,121.7536675,172.1468688,227.9090706
i-01f539b055c2a5d34,6,42,9.042675283,0.006396669,6.1519844,0.06315722,129040.6667,302.0137966,i-01f539b055c2a5d34,409.8,547.6,957.4,169.173678,172.102166,287.4872751
i-0243a74ede206f760,6,42,8.777064747,0.006224407,6.169026348,0.075480707,128817,217,i-0243a74ede206f760,601.5,585.4,1186.9,286.6574611,155.2533413,403.0771776
i-02ca0e36a4acaf9fc,6,42,8.776670853,0.005832984,6.161015828,0.046163488,127144.6667,151.7706603,i-02765ba82e12781a4,785.3,657.5,1442.8,283.205481,72.60127027,267.5347537
i-048c3c6548c1a414a,6,42,8.781557878,0.006155841,6.417535226,0.092081977,128157,238.9916317,i-02ca0e36a4acaf9fc,684.8,607.9,1292.7,401.9200584,175.8790304,525.3817765
i-0507566c757134fb6,6,42,9.041758564,0.0062549,6.312371334,0.028611847,130352.6667,367.3095879,i-040dfb2d2a1990b9d,650.9,657,1307.9,522.7328721,490.2854044,1008.020332
i-067b2519b614c8f9d,6,42,9.042013115,0.006847122,6.120314969,0.027707365,129084,397.2870499,i-048c3c6548c1a414a,652,690.4,1342.4,274.0413594,141.2823808,375.9019376
i-06b96f53253b4cc2e,6,42,9.042543809,0.003553227,6.441985342,0.14506483,129908.6667,262.3477336,i-0507566c757134fb6,715.1,731.7,1446.8,327.6686843,253.1411771,524.9414359
i-071a48cf857bce94f,6,42,9.041567829,0.005947277,6.268758827,0.01651596,128989,276.7869217,i-067b2519b614c8f9d,506.6,536.5,1043.1,172.2609132,147.9934308,306.4515369
i-07379900fe80899d6,6,42,8.775927835,0.006759807,6.354962455,0.026258188,127279.3333,457.9850798,i-06b96f53253b4cc2e,866.3,595.7,1462,358.2851285,113.8469245,458.6630329
i-0763ab86e85627573,6,42,9.043070846,0.007485871,6.392951753,0.06390948,119922.6667,296.3398949,i-07379900fe80899d6,737,634.5,1371.5,359.8345299,193.4098986,524.8145175
i-07998976f194caa97,6,42,9.042369631,0.007322954,6.154755486,0.036554845,129480.6667,70.81195756,i-07998976f194caa97,757.8,645.1,1402.9,286.2259403,124.6117972,282.7595956
i-07be1c77f6fdf8eda,6,42,9.042908298,0.006557154,6.360787498,0.014697061,129958.6667,388.6660949,i-07be1c77f6fdf8eda,443.4,574,1017.4,180.4778841,113.868345,233.1662259
i-07c76ac1348426483,6,42,9.042548895,0.007660486,6.533924977,0.332545858,126500.3333,160.3756008,i-084caea7d9c000ba9,673.8,622.9,1296.7,511.5907218,245.2130366,736.3599739
i-0837f0f6a7a42ac68,6,42,8.778085046,0.008372298,6.398723231,0.14340306,128753,137.8513692,i-08559b79281547ef2,590.2,627.4,1217.6,355.2969963,246.4378218,513.4476496
i-084caea7d9c000ba9,6,42,9.043441481,0.004295196,6.378298521,0.019259609,128258.3333,140.4291043,i-08e70b514c8c3cd5a,469,605.3,1074.3,200.7026546,191.2834139,304.8682958
i-08559b79281547ef2,6,42,8.775083198,0.006096275,6.32233066,0.016287915,129962,437.0308914,i-08ff78a502245298a,477.3,563.3,1040.6,186.8856156,195.2019183,338.7726868
i-08e70b514c8c3cd5a,6,42,9.043198453,0.005203373,6.127477143,0.017479094,129051.6667,262.1780565,i-095d06d26dd29ecec,456.1,513.3,969.4,147.1737069,139.5739947,257.7269011
i-08ff78a502245298a,6,42,8.777592129,0.005081472,6.142880705,0.020086893,129708,230.4170133,i-0977cb2af690d36fd,457.6,560.3,1017.9,97.15417301,124.2989675,188.4671796
i-095d06d26dd29ecec,6,42,8.776173247,0.006742026,6.342498541,0.02073228,130282.3333,210.2387532,i-09c658651b17c197e,639.6,682.4,1322,176.5673935,157.3666631,262.4715858
i-0977cb2af690d36fd,6,42,9.045307345,0.008609011,6.093281004,0.04092776,130786.3333,72.11333672,i-0ab84c959b473605a,737.8,585.4,1323.2,579.5722177,286.2043559,863.6521676
i-09c658651b17c197e,6,42,9.042010864,0.003012767,6.383933147,0.028895408,127542.6667,259.016087,i-0aecb3d1daeccc874,597.2,655.9,1253.1,189.7265869,196.3151944,249.7996753
i-0b138e3642a677559,6,42,8.781271564,0.006490646,6.162299077,0.061417322,128529,139.7748189,i-0b138e3642a677559,664.4,605.9,1270.3,465.0835528,238.1350924,689.4983764
i-0b3a38b18367faa71,6,42,8.773568498,0.002335116,6.117489126,0.057538419,127792.3333,144.1954692,i-0ba417327f988ba2b,783.5,600.8,1384.3,435.6217141,222.3869501,653.1363734
i-0ba417327f988ba2b,6,42,8.777757724,0.00856878,6.363226122,0.040782727,128760,73.32803011,i-0bfaa8f4e041c36fa,1021.4,852.3,1873.7,1315.63514,428.3127232,1718.033116
i-0bfaa8f4e041c36fa,6,42,8.776145617,0.00879239,6.378285726,0.048387162,129388,93.37558567,i-0c3e9f9e7b281edfe,501.1,623.7,1124.8,232.5837722,192.8736201,405.4560669
i-0c3e9f9e7b281edfe,6,42,8.77522654,0.00525699,6.365772751,0.043846467,131040.3333,107.7466163,i-0cc4b604b837f69d9,430,532.3,962.3,118.5748709,113.3000441,201.0146761
i-0cc4b604b837f69d9,6,42,8.774567101,0.006973059,6.088445557,0.010948089,128994.3333,239.5335745,i-0d136c81f43ce8a29,645.6,526.2,1171.8,303.0992503,131.704889,386.113052
i-0d136c81f43ce8a29,6,42,9.041879839,0.005453392,6.156372309,0.032697326,128920.3333,126.8082542,i-0d1c421d52c368b29,518.3,659.3,1177.6,180.7902714,492.3126942,626.4487564
i-0d1c421d52c368b29,6,42,9.044175519,0.008270154,6.368617137,0.020073468,128613.6667,182.407054,i-0d44050a4e6a71d7c,468.7,602.2,1070.9,166.4211859,214.9319272,335.7861257
i-0d44050a4e6a71d7c,6,42,8.77559842,0.004375745,6.384305874,0.073837961,129195,212.5723406,i-0d6feb91baa545931,724.7,663.4,1388.1,280.6358059,143.2986004,203.2313679
i-0d6feb91baa545931,6,42,9.041358604,0.009643149,6.139062987,0.03260708,128305,253.1422525,i-0d75b8bf3603b2040,691.3,637.8,1329.1,227.2600322,140.7920452,343.2554766
i-0dcfa6d3bc470d28d,6,42,8.776925988,0.00452524,6.123274777,0.040727855,130935,124.7437373,i-0dcfa6d3bc470d28d,433.8,513.4,947.2,148.846528,146.8371736,251.9752192
i-0e167bbfcd6a685f5,6,42,9.041810301,0.005393473,6.359738562,0.019457664,128708.3333,184.0498121,i-0e167bbfcd6a685f5,652.6,702.4,1355,451.0107661,467.6183629,903.2200421
i-0ede59d8254436a40,6,42,9.039810419,0.002698513,6.175662438,0.093358414,129901,78.46018098,i-0ede59d8254436a40,748.3,528.7,1277,358.7332807,129.7647872,477.2420769
i-0f285214d5c41327e,6,42,9.039911403,0.007270337,6.336406284,0.021875693,128836.3333,519.3277706,i-0f285214d5c41327e,703.2,577.8,1281,206.453546,76.71273978,260.7740614
i-0f472084ac3992ad9,6,42,9.047428688,0.007133219,6.35003127,0.040035394,131530.6667,148.7021632,i-0f472084ac3992ad9,866.6,669.4,1536,768.6526741,421.7050575,1180.796059
i-0009b7735dea24732,7,41,9.044941876,0.006668572,6.10798404,0.015959554,128912,326.0782115,i-0009b7735dea24732,579.1,520,1099.1,384.2859034,157.1672853,471.2256949
i-002f7e27ea3e0bc1c,7,41,8.78281898,0.01257798,6.16848437,0.046875367,133162,183.5755975,i-002f7e27ea3e0bc1c,828.6,709.1,1537.7,435.7747124,112.8612226,494.2082445
i-007e12c9530b8cdea,7,41,9.041881508,0.005635934,6.161186218,0.081841724,132339.6667,245.1863237,i-007e12c9530b8cdea,406.9,531.7,938.6,158.6592785,202.3973265,238.2506617
i-008e6f72c7403b5d3,7,41,8.77649845,0.008775859,6.106219053,0.028301783,129400.6667,391.2663202,i-008e6f72c7403b5d3,667.9,674.4,1342.3,294.5469025,182.6832109,347.0052994
i-00ba7a56c944e5a25,7,41,8.77785235,0.006440824,6.333119657,0.046576423,128595.3333,258.6142559,i-00ba7a56c944e5a25,1158.6,730.6,1889.2,1134.452898,580.5583902,1697.465614
i-00d71d40b42658392,7,41,8.775518338,0.005561176,6.109915124,0.086059497,134312.3333,58.70547959,i-00d71d40b42658392,441.5,558.6,1000.1,163.4599849,125.4903272,182.016147
i-01f539b055c2a5d34,7,41,9.045110544,0.00648322,6.101285087,0.021303228,129307.6667,91.24326459,i-01f539b055c2a5d34,486.8,598.6,1085.4,174.2130241,235.9567757,332.6927845
i-0243a74ede206f760,7,41,8.776206573,0.003508579,6.133280648,0.020129024,128764.6667,302.1594502,i-0243a74ede206f760,409.5,543.8,953.3,172.6507393,203.6826508,289.4028526
i-02ca0e36a4acaf9fc,7,41,8.778024806,0.00686284,6.145199617,0.014292599,127420.6667,256.8897299,i-02765ba82e12781a4,1031.6,643.2,1674.8,305.4003565,79.06368741,340.6832351
i-048c3c6548c1a414a,7,41,8.78231242,0.006414445,6.306289832,0.021950944,128253.3333,53.35103873,i-02ca0e36a4acaf9fc,777.5,659,1436.5,243.2114992,122.0892206,322.4087295
i-0507566c757134fb6,7,41,9.040550285,0.004425318,6.273137119,0.022966568,134490.3333,369.5001128,i-040dfb2d2a1990b9d,760.9,732.2,1493.1,419.2746249,443.2119633,853.2408088
i-067b2519b614c8f9d,7,41,9.043526597,0.009512591,6.149356074,0.048344877,133729,309.0355967,i-048c3c6548c1a414a,801.4,661.1,1462.5,469.8884501,204.7684058,626.6768173
i-06b96f53253b4cc2e,7,41,9.044156949,0.006132015,6.330141597,0.052486269,134542,254.4189458,i-0507566c757134fb6,908.4,700.9,1609.3,370.0706239,155.0164507,500.6007613
i-07379900fe80899d6,7,41,8.776707358,0.007952475,6.441868835,0.285973052,127507,81.66394553,i-067b2519b614c8f9d,469.1,514.2,983.3,255.602317,177.8899785,387.7880435
i-0763ab86e85627573,7,41,9.045805163,0.010151302,6.332796335,0.015883929,119498,245.7702179,i-06b96f53253b4cc2e,891,633.1,1524.1,275.9786626,133.3578727,293.8489597
i-07998976f194caa97,7,41,9.042055421,0.007036344,6.127016279,0.019187714,133724.3333,228.8609476,i-07379900fe80899d6,739.6,613.7,1353.3,295.7619914,151.1217684,404.5969325
i-07be1c77f6fdf8eda,7,41,9.044373777,0.008842235,6.314659543,0.015588229,134614,329.7923589,i-07998976f194caa97,793,581.4,1374.4,528.2551993,196.3507066,706.5179403
i-07c76ac1348426483,7,41,9.041651461,0.004982408,6.309766716,0.045278013,126462.6667,350.3374564,i-07be1c77f6fdf8eda,436.4,624.2,1060.6,159.1436807,204.9806495,302.6006536
i-0837f0f6a7a42ac68,7,41,8.777710994,0.00666721,6.325949139,0.012630337,128777.3333,218.5276489,i-08559b79281547ef2,664.6,676.5,1341.1,236.9206149,198.355601,394.2141127
i-084caea7d9c000ba9,7,41,9.043601301,0.006120288,6.354876015,0.140375141,132650.6667,203.7702955,i-08e70b514c8c3cd5a,424.2,475.2,899.4,149.1708938,136.0186262,240.7396934
i-08559b79281547ef2,7,41,8.777021991,0.005849807,6.290519052,0.014210168,134507.6667,344.3505965,i-08ff78a502245298a,526.6,531.6,1058.2,171.0413855,116.4161119,240.0087035
i-08e70b514c8c3cd5a,7,41,9.046404733,0.006783975,6.120976554,0.017951092,129377.6667,225.1096029,i-095d06d26dd29ecec,505.9,555,1060.9,192.9038045,147.5466028,262.7852736
i-08ff78a502245298a,7,41,8.77656828,0.008944447,6.14086114,0.024628882,129347,107.6429282,i-0977cb2af690d36fd,441.1,477.4,918.5,157.5996686,169.9798681,272.7551812
i-095d06d26dd29ecec,7,41,8.77627378,0.00265051,6.311745193,0.012866608,134774.6667,511.6115063,i-09c658651b17c197e,626.3,673.1,1299.4,267.3591218,185.2052615,324.2067927
i-0977cb2af690d36fd,7,41,9.043793996,0.005847935,6.091072745,0.02204256,130667.3333,345.3640591,i-0ab84c959b473605a,587.3,699.3,1286.6,717.7650575,302.9367554,990.0738693
i-09c658651b17c197e,7,41,9.043351677,0.004460757,6.35305908,0.057933878,127380.6667,85.65239829,i-0aecb3d1daeccc874,673.1,749.2,1422.3,206.0584868,124.3613016,230.0159656
i-0b138e3642a677559,7,41,8.78188226,0.008364473,6.112035327,0.03149107,133135.3333,293.2172119,i-0b138e3642a677559,586.7,613.5,1200.2,148.3824263,125.0637615,180.1362447
i-0b3a38b18367faa71,7,41,8.775750822,0.005837682,6.075326787,0.026340668,127935,226.9339111,i-0ba417327f988ba2b,493.6,554.2,1047.8,312.3321594,214.2769755,464.3972916
i-0ba417327f988ba2b,7,41,8.779726744,0.006937536,6.306981458,0.0139093,133640.6667,115.8116287,i-0bfaa8f4e041c36fa,1199.3,702.5,1901.8,1104.249675,434.9314761,1526.26245
i-0bfaa8f4e041c36fa,7,41,8.777269522,0.007380257,6.344798194,0.055468473,133810.3333,239.9527731,i-0c3e9f9e7b281edfe,480.3,504.8,985.1,166.4919417,149.050178,304.0951788
i-0c3e9f9e7b281edfe,7,41,8.775865979,0.005199658,6.324453539,0.013304963,130919.6667,639.7674057,i-0cc4b604b837f69d9,465.4,554.4,1019.8,194.2708304,172.2286594,300.8790085
i-0cc4b604b837f69d9,7,41,8.774726735,0.006766908,6.139966647,0.053658849,133057.6667,268.7756189,i-0d136c81f43ce8a29,675.4,687.9,1363.3,313.3702815,168.8276241,380.4269677
i-0d136c81f43ce8a29,7,41,9.044494364,0.005415542,6.177985695,0.053264645,128609.6667,580.931436,i-0d1c421d52c368b29,595.4,741.5,1336.9,628.552517,394.0979151,999.4941443
i-0d1c421d52c368b29,7,41,9.044275416,0.006949669,6.339085711,0.055406239,133060,275.3525014,i-0d44050a4e6a71d7c,543.3,540.8,1084.1,132.5460507,114.174136,230.8214558
i-0d44050a4e6a71d7c,7,41,8.77602413,0.006363993,6.322703097,0.074549677,133614,153.9220582,i-0d6feb91baa545931,757.6,576.4,1334,499.3623045,255.9757801,726.3306563
i-0d6feb91baa545931,7,41,9.043324497,0.009835645,6.111191511,0.021717432,132496.3333,82.24556726,i-0d75b8bf3603b2040,533.4,507.8,1041.2,222.6987003,110.0573588,268.215005
i-0dcfa6d3bc470d28d,7,41,8.77761968,0.007472592,6.100971911,0.019355571,135492.6667,171.46817,i-0dcfa6d3bc470d28d,363.9,666.8,1030.7,134.3655462,211.2580307,200.9621579
i-0e167bbfcd6a685f5,7,41,9.043952121,0.006973892,6.328997135,0.006090926,128984,273.6658546,i-0e167bbfcd6a685f5,804,681.3,1485.3,721.0604844,456.3531892,1161.975334
i-0ede59d8254436a40,7,41,9.042813434,0.006096063,6.100183752,0.037906729,129887.3333,196.6172254,i-0ede59d8254436a40,566.5,638.3,1204.8,338.7677835,148.6345631,326.3930146
i-0f285214d5c41327e,7,41,9.041790724,0.006703595,6.319480552,0.024133702,128839.6667,83.5783066,i-0f285214d5c41327e,777,679.8,1456.8,499.1247896,262.2648365,660.1827693
i-0f472084ac3992ad9,7,41,9.047799375,0.006884371,6.306268454,0.102562355,135533.6667,266.7064554,i-0f472084ac3992ad9,773.5,718.2,1491.7,627.2201899,410.0218964,1014.497473
i-0009b7735dea24732,8,40,8.776978413,0.004951946,6.104417059,0.032526154,128812.6667,319.150957,i-0009b7735dea24732,767.6,625.3,1392.9,347.3829779,152.6732531,452.7759932
i-002f7e27ea3e0bc1c,8,40,8.778289901,0.004101633,6.170280589,0.036279622,134613.3333,18.87679351,i-002f7e27ea3e0bc1c,795.5,698.4,1493.9,262.5059788,215.0127645,304.1879719
i-007e12c9530b8cdea,8,40,8.775802347,0.006658309,6.112469779,0.037103117,133880.6667,99.47026356,i-007e12c9530b8cdea,490.6,535.3,1025.9,134.8474035,101.5141479,209.8700392
i-008e6f72c7403b5d3,8,40,8.776700974,0.007795105,6.264922963,0.21313222,129945.3333,365.1360477,i-008e6f72c7403b5d3,696.8,725.1,1421.9,443.3616031,189.906673,471.2372486
i-00ba7a56c944e5a25,8,40,8.779070828,0.005150247,6.151291053,0.017214041,129103.6667,474.5021953,i-00ba7a56c944e5a25,966.2,997.9,1964.1,684.3272122,1142.067467,1811.223494
i-00d71d40b42658392,8,40,8.776301516,0.007109774,6.127654844,0.046396705,135872.3333,194.6723743,i-00d71d40b42658392,600.7,661.3,1262,203.4803021,117.4516922,253.4889873
i-01f539b055c2a5d34,8,40,8.776363903,0.005995187,6.139394018,0.01620851,129517.6667,183.9411138,i-01f539b055c2a5d34,506.2,541.3,1047.5,273.3759316,195.2263928,447.5541556
i-0243a74ede206f760,8,40,8.778010421,0.00599114,6.153452688,0.041914799,128893.6667,120.0180542,i-0243a74ede206f760,488.1,652.3,1140.4,183.9193362,147.9437205,179.2919407
i-02ca0e36a4acaf9fc,8,40,8.781105571,0.008248193,6.171858761,0.086364659,127740.6667,176.1940218,i-02765ba82e12781a4,868.2,936.5,1804.7,866.9594121,1123.406748,1981.512669
i-048c3c6548c1a414a,8,40,8.778683503,0.005490154,6.163119952,0.043796871,128519.3333,68.06859286,i-02ca0e36a4acaf9fc,806.1,661.8,1467.9,397.7803554,215.8136027,551.9650653
i-0507566c757134fb6,8,40,8.777522855,0.004814285,6.147107734,0.037406522,135838.6667,166.3560439,i-040dfb2d2a1990b9d,735,574.4,1309.4,892.4580289,442.4530609,1333.464927
i-067b2519b614c8f9d,8,40,8.77677838,0.004345289,6.154501279,0.023363186,135161.6667,276.4079111,i-048c3c6548c1a414a,636.1,684,1320.1,309.3492992,223.7995135,408.0690165
i-06b96f53253b4cc2e,8,40,8.779996236,0.008948965,6.201022281,0.074288719,135622.6667,259.5579576,i-0507566c757134fb6,676.6,738.2,1414.8,218.5381736,168.0415293,278.1014203
i-07379900fe80899d6,8,40,8.777750545,0.006016759,6.175489929,0.074752896,128010.3333,256.0318991,i-067b2519b614c8f9d,507.9,604.3,1112.2,212.3772587,241.515608,347.4954196
i-0763ab86e85627573,8,40,8.77830002,0.006752745,6.22151396,0.103791386,120183,101.1484058,i-06b96f53253b4cc2e,622.1,659.5,1281.6,287.8508294,253.9672989,448.3508547
i-07998976f194caa97,8,40,8.77751859,0.007832062,6.152804295,0.027593198,135769.6667,182.0833143,i-07379900fe80899d6,705.8,649.9,1355.7,490.5425115,232.3610457,713.9397812
i-07be1c77f6fdf8eda,8,40,8.778326856,0.004262146,6.14134468,0.020905424,135702.6667,148.8030018,i-07998976f194caa97,614.1,587.5,1201.6,255.18379,203.9260487,346.4108672
i-07c76ac1348426483,8,40,8.777874231,0.0055434,6.165560378,0.083194351,126977,187.9601021,i-07be1c77f6fdf8eda,441,621.5,1062.5,186.0597276,242.0786144,356.8190484
i-0837f0f6a7a42ac68,8,40,8.779120313,0.00720847,6.175038735,0.013283385,129069.6667,190.3164032,i-08559b79281547ef2,724.8,716.8,1441.6,430.3659425,227.406049,602.4437641
i-084caea7d9c000ba9,8,40,8.778170506,0.003566141,6.191670789,0.021922015,134318,143.4189667,i-08e70b514c8c3cd5a,434.2,625.9,1060.1,149.9857771,238.6128664,254.3459805
i-08559b79281547ef2,8,40,8.77627688,0.004750376,6.124780443,0.022398238,135954,127.7536692,i-08ff78a502245298a,609.6,585.9,1195.5,257.6497191,165.9025484,317.2970042
i-08e70b514c8c3cd5a,8,40,8.779980554,0.006915957,6.147296905,0.038745862,129217,356.2527193,i-095d06d26dd29ecec,582.3,573,1155.3,184.2124679,140.3305621,291.8789894
i-08ff78a502245298a,8,40,8.775740782,0.007017881,6.151644654,0.024743757,129258.3333,284.7882254,i-0977cb2af690d36fd,449.9,630.7,1080.6,166.9627038,180.0555778,236.9721972
i-095d06d26dd29ecec,8,40,8.778005176,0.00511573,6.077663528,0.017690538,136608,135.532284,i-09c658651b17c197e,845.4,613.1,1458.5,497.4383714,193.8965646,666.9698061
i-0977cb2af690d36fd,8,40,8.779232714,0.004337569,6.174822463,0.093695832,130775.3333,231.2949055,i-0ab84c959b473605a,816.2,748.5,1564.7,662.1155992,340.2676234,997.2698342
i-09c658651b17c197e,8,40,8.777048615,0.006176938,6.175952805,0.018200846,127566.6667,56.92392584,i-0aecb3d1daeccc874,659,680,1339,460.5074496,149.0719439,494.2489251
i-0b138e3642a677559,8,40,8.782981157,0.004971377,6.133472761,0.051305517,134611.3333,360.7399802,i-0b138e3642a677559,675.8,604.8,1280.6,651.847085,300.5390712,937.4931348
i-0b3a38b18367faa71,8,40,8.774557617,0.00536037,6.102653768,0.045703358,128298.6667,270.7791228,i-0bfaa8f4e041c36fa,895.5,985.8,1881.3,361.3220324,1048.133982,1342.413502
i-0ba417327f988ba2b,8,40,8.781643523,0.007193777,6.146553569,0.022027346,134930.6667,289.31874,i-0c3e9f9e7b281edfe,514.9,526,1040.9,180.3770434,122.1901978,257.9605698
i-0bfaa8f4e041c36fa,8,40,8.780342446,0.007974898,6.193729719,0.092812894,135057,334.9820891,i-0cc4b604b837f69d9,418.1,693.6,1111.7,129.1308122,239.7179825,307.9592506
i-0c3e9f9e7b281edfe,8,40,8.774840832,0.004753381,6.157920917,0.027716965,131236,335.196957,i-0d136c81f43ce8a29,699.6,568.6,1268.2,279.5020175,139.3414671,353.9500279
i-0cc4b604b837f69d9,8,40,8.776595301,0.006997436,6.10931921,0.037051295,134916.3333,146.5002844,i-0d1c421d52c368b29,760.4,639,1399.4,771.1672538,353.959822,1106.345154
i-0d136c81f43ce8a29,8,40,8.77801511,0.007189219,6.215484169,0.112525859,128808.6667,97.33618717,i-0d44050a4e6a71d7c,574.3,564.4,1138.7,175.8787777,170.6505201,317.4530761
i-0d1c421d52c368b29,8,40,8.778837946,0.005391629,6.166537921,0.021822506,134423.6667,126.8752668,i-0d6feb91baa545931,818.9,609.5,1428.4,437.415757,222.4001649,591.2501257
i-0d44050a4e6a71d7c,8,40,8.780487325,0.006538235,6.146267944,0.039069346,134652.3333,170.4181133,i-0d75b8bf3603b2040,545.2,585.3,1130.5,420.8873695,195.497684,565.5212443
i-0d6feb91baa545931,8,40,8.778259966,0.006645101,6.140641875,0.020961942,134441.3333,118.681647,i-0dcfa6d3bc470d28d,558,582,1140,223.5188284,73.5285281,214.2703381
i-0dcfa6d3bc470d28d,8,40,8.779330545,0.006293923,6.145871004,0.027066714,136930.6667,372.0017921,i-0e167bbfcd6a685f5,741.9,607,1348.9,440.0970726,221.3980829,639.0147712
i-0e167bbfcd6a685f5,8,40,8.778718419,0.007391761,6.147686322,0.030794091,128994,281.5599403,i-0ede59d8254436a40,635.8,540.6,1176.4,179.6866408,156.7362966,273.3407316
i-0ede59d8254436a40,8,40,8.779987123,0.004933726,6.111770736,0.022686561,130112.6667,115.3140639,i-0f285214d5c41327e,616.5,645.9,1262.4,466.3520964,207.3609038,619.9794262
i-0f285214d5c41327e,8,40,8.771766159,0.006911565,6.157849683,0.035898385,129346.3333,442.5769236,i-0f472084ac3992ad9,753.6,724.3,1477.9,574.258788,397.192103,951.4655888
i-0009b7735dea24732,9,39,8.7799263,0.004478547,6.10567485,0.020277517,129295.3333,248.12161,i-0009b7735dea24732,900.5,666.5,1567,287.1937983,137.572809,395.866139
i-002f7e27ea3e0bc1c,9,39,8.77663713,0.005046374,6.174220456,0.032742023,136431.3333,80.13322241,i-002f7e27ea3e0bc1c,759.5,704.6,1464.1,361.1876244,173.0903425,458.6410967
i-007e12c9530b8cdea,9,39,8.775254726,0.005009844,6.171242449,0.059278265,135389,122.5275479,i-007e12c9530b8cdea,461.8,538.1,999.9,152.2970781,201.3446189,284.5891581
i-008e6f72c7403b5d3,9,39,8.778770579,0.009559044,6.118367804,0.017904594,130003,167.6066824,i-008e6f72c7403b5d3,666,691.9,1357.9,365.3284671,163.8911902,436.9201427
i-00ba7a56c944e5a25,9,39,8.77671353,0.005585631,6.105889612,0.025147772,128816,116.5032188,i-00ba7a56c944e5a25,1119.8,804,1923.8,1093.696362,501.4465741,1577.360228
i-00d71d40b42658392,9,39,8.774892595,0.004614396,6.212143607,0.063420573,137129.6667,232.399082,i-00d71d40b42658392,534.4,637,1171.4,135.9666626,111.9007497,210.8950239
i-01f539b055c2a5d34,9,39,8.777592288,0.005527369,6.121313042,0.080457369,129163.6667,207.1167143,i-01f539b055c2a5d34,377.5,682.5,1060,160.6938082,210.3247489,291.5628387
i-0243a74ede206f760,9,39,8.776527537,0.004598396,6.167405738,0.046296878,129068.6667,207.0515234,i-0243a74ede206f760,535.8,578.8,1114.6,178.9964618,143.2300403,250.485839
i-02ca0e36a4acaf9fc,9,39,8.777081887,0.005437018,6.180633995,0.073826669,127553,259.0984369,i-02765ba82e12781a4,925.9,836.3,1762.2,587.2647425,569.5823128,1140.157475
i-048c3c6548c1a414a,9,39,8.779213243,0.006911565,6.074090242,0.017580764,128213.6667,174.098631,i-02ca0e36a4acaf9fc,707.2,673.3,1380.5,182.7857276,193.7449928,325.6839811
i-0507566c757134fb6,9,39,8.777337631,0.005825217,6.053057141,0.026116658,137146,127.0708464,i-040dfb2d2a1990b9d,786.6,774.2,1560.8,518.220931,538.2167676,1016.869903
i-067b2519b614c8f9d,9,39,8.778077814,0.005710298,6.114328729,0.050070747,136279.3333,446.5784739,i-048c3c6548c1a414a,764.5,708.1,1472.6,339.4502909,166.7769302,402.9251929
i-06b96f53253b4cc2e,9,39,8.778461059,0.006226214,6.102240298,0.046509862,137324.6667,126.7530407,i-0507566c757134fb6,616.7,697.1,1313.8,299.5845457,177.8391595,385.6448568
i-07379900fe80899d6,9,39,8.775922881,0.005308713,6.087456306,0.010278746,127689.6667,428.434748,i-067b2519b614c8f9d,608.1,672.4,1280.5,209.3988486,154.4353155,324.1968709
i-0763ab86e85627573,9,39,8.77572147,0.006166391,6.11675991,0.018306841,120132,652.3672279,i-06b96f53253b4cc2e,580,597.1,1177.1,123.6994566,133.260355,209.6178799
