experimentID,setId,instanceID,instanceType,wallTime,testOption,per-request-avg-time,total-time,thread-num
1574805970-7,7,i-04dd182533470a6a5,c4.large,25.78194046,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,872.42ms,24.2411s,2
1574805970-7,7,i-0f7d608521be3c8ee,c4.large,33.92079258,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1186.11ms,32.8371s,2
1574805970-7,7,i-0f7d608521be3c8ee,c4.large,29.28238797,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1016.82ms,28.1757s,2
1574805970-7,7,i-0b0f0eb3feed5aba3,c4.large,33.92257094,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1187.83ms,32.7628s,2
1574805970-7,7,i-0b0f0eb3feed5aba3,c4.large,29.41855884,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1024.09ms,28.2606s,2
1574805970-7,7,i-071ac5f65ddaf9988,c4.large,33.92259932,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1181.34ms,32.8084s,2
1574805970-7,7,i-071ac5f65ddaf9988,c4.large,29.19536853,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1011.94ms,28.0891s,2
1574805970-8,8,i-08dc3567954ef1f78,c4.large,28.84974194,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1003.31ms,27.7175s,2
1574805970-8,8,i-08dc3567954ef1f78,c4.large,29.53084207,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1025.56ms,28.3052s,2
1574805970-8,8,i-01cc5c3fb74edb9f4,c4.large,28.43914461,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,982.25ms,27.1947s,2
1574805970-8,8,i-01cc5c3fb74edb9f4,c4.large,29.65002799,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1028.49ms,28.4067s,2
1574805970-8,8,i-0d412663e0824aaf1,c4.large,28.76836205,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,999.26ms,27.6885s,2
1574805970-8,8,i-0d412663e0824aaf1,c4.large,29.51026845,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1025.71ms,28.3657s,2
1574805970-8,8,i-04dd182533470a6a5,c4.large,26.38167167,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,906.85ms,25.1896s,2
1574805970-8,8,i-04dd182533470a6a5,c4.large,25.55319548,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,871.16ms,24.2038s,2
1574805970-8,8,i-0f7d608521be3c8ee,c4.large,28.08982801,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,970.00ms,27.0006s,2
1574805970-8,8,i-0f7d608521be3c8ee,c4.large,29.50467825,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1019.13ms,28.3413s,2
1574805970-8,8,i-0b0f0eb3feed5aba3,c4.large,28.91534972,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1007.33ms,27.7889s,2
1574805970-8,8,i-0b0f0eb3feed5aba3,c4.large,29.57029057,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1026.76ms,28.3071s,2
1574805970-8,8,i-071ac5f65ddaf9988,c4.large,28.25516653,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,978.00ms,27.1637s,2
1574805970-8,8,i-071ac5f65ddaf9988,c4.large,29.33122587,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,1015.62ms,28.1694s,2
1574805970-9,9,i-08dc3567954ef1f78,c4.large,27.75174928,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,963.98ms,26.6679s,2
1574805970-9,9,i-08dc3567954ef1f78,c4.large,28.21622252,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,980.57ms,27.0657s,2
1574805970-9,9,i-01cc5c3fb74edb9f4,c4.large,27.56762123,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,953.71ms,26.4733s,2
1574805970-9,9,i-01cc5c3fb74edb9f4,c4.large,28.27057576,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,981.35ms,27.1742s,2
1574805970-9,9,i-0d412663e0824aaf1,c4.large,26.7380085,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,920.26ms,25.6484s,2
1574805970-9,9,i-0d412663e0824aaf1,c4.large,27.67852283,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,951.21ms,26.4076s,2
1574805970-9,9,i-0f7d608521be3c8ee,c4.large,27.69748473,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,961.07ms,26.5855s,2
1574805970-9,9,i-0f7d608521be3c8ee,c4.large,28.27953291,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,983.36ms,27.1715s,2
1574805970-9,9,i-0b0f0eb3feed5aba3,c4.large,27.554847,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,953.97ms,26.4371s,2
1574805970-9,9,i-0b0f0eb3feed5aba3,c4.large,28.06520653,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,971.11ms,26.9744s,2
1574805970-9,9,i-071ac5f65ddaf9988,c4.large,27.75948977,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,963.68ms,26.6773s,2
1574805970-9,9,i-071ac5f65ddaf9988,c4.large,28.33580303,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,984.51ms,27.2354s,2
1574805970-10,10,i-08dc3567954ef1f78,c4.large,23.85165763,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,822.10ms,22.7831s,2
1574805970-10,10,i-08dc3567954ef1f78,c4.large,24.10841799,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,832.44ms,23.0285s,2
1574805970-10,10,i-0d412663e0824aaf1,c4.large,23.60524225,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,809.13ms,22.4024s,2
1574805970-10,10,i-0d412663e0824aaf1,c4.large,23.97161698,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,825.19ms,22.8758s,2
1574805970-10,10,i-0f7d608521be3c8ee,c4.large,23.90717959,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,824.52ms,22.8303s,2
1574805970-10,10,i-0f7d608521be3c8ee,c4.large,24.02791882,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,828.06ms,22.9718s,2
1574805970-10,10,i-0b0f0eb3feed5aba3,c4.large,23.97248697,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,823.62ms,22.8796s,2
1574805970-10,10,i-0b0f0eb3feed5aba3,c4.large,24.12125349,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,831.82ms,23.0588s,2
1574805970-10,10,i-071ac5f65ddaf9988,c4.large,23.95088363,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,826.38ms,22.8821s,2
1574805970-10,10,i-071ac5f65ddaf9988,c4.large,24.09257722,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,832.24ms,23.0159s,2
1574805970-11,11,i-08dc3567954ef1f78,c4.large,19.40878034,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,660.01ms,18.2660s,2
1574805970-11,11,i-08dc3567954ef1f78,c4.large,19.36497736,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,662.28ms,18.3141s,2
1574805970-11,11,i-0d412663e0824aaf1,c4.large,19.37888455,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,661.40ms,18.2827s,2
1574805970-11,11,i-0d412663e0824aaf1,c4.large,19.36519599,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,661.87ms,18.3024s,2
1574805970-11,11,i-0f7d608521be3c8ee,c4.large,19.44054508,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,662.52ms,18.3763s,2
1574805970-11,11,i-0f7d608521be3c8ee,c4.large,19.44631982,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,663.15ms,18.3916s,2
1574805970-11,11,i-0b0f0eb3feed5aba3,c4.large,19.36495829,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,657.95ms,18.2793s,2
1574805970-11,11,i-0b0f0eb3feed5aba3,c4.large,19.37197256,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,659.67ms,18.3139s,2
1574805970-12,12,i-08dc3567954ef1f78,c4.large,14.65732169,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,490.20ms,13.6058s,2
1574805970-12,12,i-08dc3567954ef1f78,c4.large,13.97809196,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,463.40ms,12.9051s,2
1574805970-12,12,i-0d412663e0824aaf1,c4.large,15.93204093,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,533.53ms,14.7451s,2
1574805970-12,12,i-0d412663e0824aaf1,c4.large,14.20767307,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,473.34ms,13.1234s,2
1574805970-12,12,i-0b0f0eb3feed5aba3,c4.large,14.65685868,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,488.50ms,13.5880s,2
1574805970-12,12,i-0b0f0eb3feed5aba3,c4.large,14.37193012,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,480.13ms,13.3031s,2
1574805970-13,13,i-08dc3567954ef1f78,c4.large,12.28025484,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,404.38ms,11.2244s,2
1574805970-13,13,i-08dc3567954ef1f78,c4.large,12.32404876,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,406.72ms,11.2842s,2
1574805970-13,13,i-0d412663e0824aaf1,c4.large,12.27071571,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,402.88ms,11.1894s,2
1574805970-13,13,i-0d412663e0824aaf1,c4.large,12.29209876,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,405.08ms,11.2513s,2
1574805970-14,14,i-0d412663e0824aaf1,c4.large,11.86523032,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,388.73ms,10.7953s,2
1574805970-14,14,i-0d412663e0824aaf1,c4.large,11.55813932,--num-threads=2 --test=memory --memory-block-size=1875M --memory-total-size=100G run,378.52ms,10.5170s,2
