,iperf,sysbench,ycruncher,pgbench,setId,vmId
0,0.9955123410620793,0.0012642695734304973,0.0,0.9953335507664518,1,1
1,1.0,0.00014044519121695172,0.0165398573905767,0.9871045435158935,1,1
2,0.9862378459237098,0.000665774930337636,0.010095000642822233,1.0,1,1
3,0.9973074046372475,0.002807497093883977,0.031596986559011955,0.9966506936952758,2,1
4,1.0,0.0010139013921720576,0.02394195005781989,0.9938157003437116,2,1
5,1.0,0.0,0.03275134440024506,0.9902531423267016,2,1
6,0.9643979057591623,0.07358046342259103,0.02826116838414816,0.878948401020208,3,1
7,1.0,0.07344010609446533,0.06685195910620961,0.8895857899094308,3,1
8,0.9971578160059835,0.07213675089194246,0.03362139063309792,0.8888519248321691,3,1
9,1.0,0.07309118923320762,0.09840296240129937,0.8908025790912969,4,1
10,0.9979057591623036,0.07353733738069254,0.09169560873521648,0.8897739531849771,4,1
11,1.0,0.07256427851104098,0.08973151785064158,0.896949246092476,4,1
12,0.9962602842183994,0.4464822133903148,0.09675597752297264,0.8922075315487092,5,1
13,0.9366492146596859,0.3902632172803904,0.2616163266858419,0.8901502797360696,5,1
14,0.9363799551234105,0.26214457169274086,0.09550630203906316,0.88247989013145,5,1
15,0.5531481481481484,0.4466158680450878,0.11620517871456486,0.8825566616338683,6,1
16,0.6747542615403757,0.21971999407505255,0.10796527004580903,0.8798952495500338,6,1
17,0.7740450416822197,0.11109007014182766,0.11382053271717862,0.8802791070621253,6,1
18,0.5601173020527862,0.40014456106287793,0.2859253147650591,0.8787692675145653,7,1
19,0.5571847507331381,0.25154294918705944,0.11251397738385399,0.8847318542023869,7,1
20,0.7777777777777777,0.1678998294929232,0.13445561597846317,0.8882121623120166,7,1
21,0.7793899009439875,0.27094077839520797,0.11198804812494378,0.8772850184678115,8,1
22,0.7740450416822197,0.11108778643825029,0.11554649564403319,0.8697102302292057,8,1
23,0.7826141472764073,0.15107618170793902,0.09430874121995231,0.8880842098079861,8,1
24,0.22155402825505913,0.42354782168778893,0.18628061175906682,0.8753401404065478,9,1
25,0.2718808193668528,0.3523470120733696,0.1875528255066658,0.8890338443011616,9,1
26,0.5630498533724343,0.12492391476285951,0.19410642958250257,0.8908903886198851,9,1
