,iperf,sysbench,ycruncher,pgbench,setId,vmId
0,0.9997868409833736,7.308209228788509e-05,0.0025325837526280716,0.9952899617309391,1,1
1,1.0,2.4781193621212424e-06,0.0,0.9923194262317018,1,1
2,0.9997868409833736,5.308335904255374e-05,0.00862079225237065,0.9936789145502716,1,1
3,0.9922552223959074,0.0007231686580480726,0.014317760270991624,0.991259667621163,2,1
4,0.9946710245843399,3.821482521855608e-05,0.017918560918697993,0.9907565498969679,2,1
5,0.9959499786840983,0.00022450649093526344,0.017379802561113083,0.9925174619316509,2,1
6,0.9899815262185591,0.00011473145600421386,0.014043353803888672,0.9651403644927342,2,2
7,0.9916867983515703,0.00018733524754964808,0.010843423514880766,0.9672384724489523,2,2
8,0.9901236322296433,0.0013471264730063781,0.015120539669593515,0.9661840661546285,2,2
9,0.9625550660792951,0.07261379574439117,0.06133681709464646,0.9874059999464768,3,1
10,0.4695777270034696,0.07187597609456467,0.06367354449780446,0.99034977386464,3,1
11,0.9099616313770073,0.07155464989955321,0.06277248300859764,0.9905049910348703,3,1
12,0.9528208043200227,0.07175424518221646,0.061495333785372,0.9676934193272139,3,2
13,0.9887736251243427,0.07168116308992858,0.05987575477184935,0.9660449059330425,3,2
14,0.9869262469802472,0.07210383014364916,0.061538479842327964,0.9657077100115075,3,2
15,0.9577945147079722,0.07191623413740311,0.049872167181618965,0.9969919982872588,3,3
16,0.9906920562739804,0.07193797174822267,0.10351550011201474,1.0,3,3
17,0.9844393917862726,0.07166759871428566,0.0816357234932815,0.9993844836352932,3,3
18,0.5933469110658519,0.07293446986031216,0.06458201752981485,0.9916717959697059,4,1
19,0.5902919212491512,0.07193731966913221,0.06784968781132605,0.9903069553349212,4,1
20,0.5831636116768498,0.07169077104498311,0.06516302482949868,0.9925870420424439,4,1
21,0.9548813414807447,0.07191679941849377,0.06057109422209271,0.966232237000562,4,2
22,0.6238968092328582,0.07203426975255633,0.065053790849421,0.9670618460138625,4,2
23,0.8940599687366775,0.07209404822789785,0.06484202640233427,0.9644552680172345,4,2
24,0.9599261048742361,0.07193845004896478,0.059727009723043664,0.9976396285492547,4,3
25,0.9884894131021742,0.07184180448793444,0.057564518419095545,0.9941445660609629,4,3
26,0.9835157027142248,0.07198401225192133,0.057462979114517435,0.9941927369068965,4,3
27,0.9468523518544834,0.07292647040348388,0.08266990506637338,0.9847994219498488,4,4
28,0.9752025010657951,0.07209713502735068,0.07758113478800101,0.987534455535633,4,4
